classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
sangup lihat [Positive (3.0)] vidio nya sakit [Negative (5.0)] hati [Negative (2.0)] anak [Negative (4.0)] gaimana asa [Negative (2.0)] orang tua [Negative (4.0)] anak [Negative (4.0)] tau [Negative (5.0)], sangup lihat vidio nya sakit hati anak gaimana asa orang tua anak tau,['sangup lihat [Positive (3.0)] vidio nya sakit [Negative (5.0)] hati [Negative (2.0)] anak [Negative (4.0)] gaimana asa [Negative (2.0)] orang tua [Negative (4.0)] anak [Negative (4.0)] tau [Negative (5.0)]'],-5.0,Negative,sangup lihat vidio nya sakit hati anak gaimana asa orang tua anak tau
kasih [Negative (1.0)] efek [Positive (3.0)] jera [Negative (3.0)] biar [Negative (4.0)] terulanglagi, kasih efek jera biar terulanglagi,['kasih [Negative (1.0)] efek [Positive (3.0)] jera [Negative (3.0)] biar [Negative (4.0)] terulanglagi'],-4.0,Negative,kasih efek jera biar terulanglagi
alhamdulillah [Positive (5.0)] yaallah, alhamdulillah yaallah,['alhamdulillah [Positive (5.0)] yaallah'],5.0,Positive,alhamdulillah yaallah
sb udah tangkap [Negative (3.0)], sb udah tangkap,['sb udah tangkap [Negative (3.0)]'],-3.0,Negative,sb udah tangkap
biar [Negative (3.0)] kapok [Negative (4.0)] kasih [Negative (1.0)] ajar [Negative (4.0)] pos hukum [Negative (3.0)] biar [Negative (4.0)] baca [Negative (1.0)] biat, biar kapok kasih ajar pos hukum biar baca biat,['biar [Negative (3.0)] kapok [Negative (4.0)] kasih [Negative (1.0)] ajar [Negative (4.0)] pos hukum [Negative (3.0)] biar [Negative (4.0)] baca [Negative (1.0)] biat'],0.0,Neutral,biar kapok kasih ajar pos hukum biar baca biat
mampus [Negative (5.0)], mampus,['mampus [Negative (5.0)]'],-5.0,Negative,mampus
pas [Positive (3.0)] tangkap [Negative (3.0)] nang [Negative (6.0)] maaf [Negative (4.0)] wkwk tap peyek, pas tangkap nang maaf wkwk tap peyek,['pas [Positive (3.0)] tangkap [Negative (3.0)] nang [Negative (6.0)] maaf [Negative (4.0)] wkwk tap peyek'],-4.0,Negative,pas tangkap nang maaf wkwk tap peyek
kalo rurut [Negative (5.0)] kenakaln remaja [Negative (2.0)] lh watak [Positive (3.0)] nyo sel, kalo rurut kenakaln remaja lh watak nyo sel,['kalo rurut [Negative (5.0)] kenakaln remaja [Negative (2.0)] lh watak [Positive (3.0)] nyo sel'],3.0,Positive,kalo rurut kenakaln remaja lh watak nyo sel
makan [Negative (1.0)] tuh, makan tuh,['makan [Negative (1.0)] tuh'],0.0,Neutral,makan tuh
lepas [Negative (2.0)], lepas,['lepas [Negative (2.0)]'],-2.0,Negative,lepas
mampos kau bodat, mampos kau bodat,['mampos kau bodat'],0.0,Neutral,mampos kau bodat
wakil orang tinggal [Negative (3.0)] palembang tolong [Negative (2.0)] wajib anak [Negative (3.0)] kasih [Negative (1.0)] ajar [Negative (4.0)] siksa [Negative (6.0)] polisi kurung [Negative (3.0)] sel campur [Positive (5.0)] preman mentang [Negative (3.0)] mnta maaf [Negative (3.0)] biar [Negative (4.0)] bebas [Negative (5.0)] geram akutuh, wakil orang tinggal palembang tolong wajib anak kasih ajar siksa polisi kurung sel campur preman mentang mnta maaf biar bebas geram akutuh,['wakil orang tinggal [Negative (3.0)] palembang tolong [Negative (2.0)] wajib anak [Negative (3.0)] kasih [Negative (1.0)] ajar [Negative (4.0)] siksa [Negative (6.0)] polisi kurung [Negative (3.0)] sel campur [Positive (5.0)] preman mentang [Negative (3.0)] mnta maaf [Negative (3.0)] biar [Negative (4.0)] bebas [Negative (5.0)] geram akutuh'],0.0,Neutral,wakil orang tinggal palembang tolong wajib anak kasih ajar siksa polisi kurung sel campur preman mentang mnta maaf biar bebas geram akutuh
duplak cocote ae, duplak cocote ae,['duplak cocote ae'],0.0,Neutral,duplak cocote ae
kasih [Negative (1.0)] ampun [Negative (4.0)] penjarain biar [Negative (3.0)] ulang suruh [Negative (2.0)] maaf [Negative (4.0)] lebaran monyet [Negative (5.0)] ulang, kasih ampun penjarain biar ulang suruh maaf lebaran monyet ulang,['kasih [Negative (1.0)] ampun [Negative (4.0)] penjarain biar [Negative (3.0)] ulang suruh [Negative (2.0)] maaf [Negative (4.0)] lebaran monyet [Negative (5.0)] ulang'],-5.0,Negative,kasih ampun penjarain biar ulang suruh maaf lebaran monyet ulang
video ciduk ya [Positive (4.0)] biarpun [Negative (3.0)] ngevidio dukung [Positive (4.0)], video ciduk ya biarpun ngevidio dukung,['video ciduk ya [Positive (4.0)] biarpun [Negative (3.0)] ngevidio dukung [Positive (4.0)]'],4.0,Positive,video ciduk ya biarpun ngevidio dukung
anak [Negative (3.0)] perempuan sedih [Negative (5.0)] nya buat [Positive (1.0)] biadap [Negative (5.0)] nggk moral [Positive (4.0)] anak [Negative (3.0)] perempuan bully [Negative (5.0)] anak [Negative (4.0)] laki, anak perempuan sedih nya buat biadap nggk moral anak perempuan bully anak laki,['anak [Negative (3.0)] perempuan sedih [Negative (5.0)] nya buat [Positive (1.0)] biadap [Negative (5.0)] nggk moral [Positive (4.0)] anak [Negative (3.0)] perempuan bully [Negative (5.0)] anak [Negative (4.0)] laki'],0.0,Neutral,anak perempuan sedih nya buat biadap nggk moral anak perempuan bully anak laki
butuh [Negative (5.0)] dana [Positive (4.0)] cepat [Negative (3.0)] sinarmas multifinance solusi [Positive (3.0)], butuh dana cepat sinarmas multifinance solusi,['butuh [Negative (5.0)] dana [Positive (4.0)] cepat [Negative (3.0)] sinarmas multifinance solusi [Positive (3.0)]'],0.0,Neutral,butuh dana cepat sinarmas multifinance solusi
alhamdulillah [Positive (5.0)] tangkep penjaroke la, alhamdulillah tangkep penjaroke la,['alhamdulillah [Positive (5.0)] tangkep penjaroke la'],5.0,Positive,alhamdulillah tangkep penjaroke la
jancok emang dl gituin pas [Positive (3.0)] sd parah [Negative (5.0)] tempeleng sekengcengnya tendang [Negative (3.0)] ceweh pdhl ngroyok cowo detik anak [Negative (3.0)] sakit [Negative (6.0)] hati [Negative (2.0)] dendam [Negative (6.0)] am wajah ketemu [Positive (1.0)] reuni aja [Positive (1.0)] hati [Negative (2.0)] benci [Negative (6.0)] sakit [Negative (6.0)] hati [Negative (2.0)] bekas [Negative (4.0)] hati [Negative (2.0)] jancok, jancok emang dl gituin pas sd parah tempeleng sekengcengnya tendang ceweh pdhl ngroyok cowo detik anak sakit hati dendam am wajah ketemu reuni aja hati benci sakit hati bekas hati jancok,['jancok emang dl gituin pas [Positive (3.0)] sd parah [Negative (5.0)] tempeleng sekengcengnya tendang [Negative (3.0)] ceweh pdhl ngroyok cowo detik anak [Negative (3.0)] sakit [Negative (6.0)] hati [Negative (2.0)] dendam [Negative (6.0)] am wajah ketemu [Positive (1.0)] reuni aja [Positive (1.0)] hati [Negative (2.0)] benci [Negative (6.0)] sakit [Negative (6.0)] hati [Negative (2.0)] bekas [Negative (4.0)] hati [Negative (2.0)] jancok'],-2.0,Negative,jancok emang dl gituin pas sd parah tempeleng sekengcengnya tendang ceweh pdhl ngroyok cowo detik anak sakit hati dendam am wajah ketemu reuni aja hati benci sakit hati bekas hati jancok
danger, danger,['danger'],0.0,Neutral,danger
rundung [Negative (4.0)] ketangkep kamera, rundung ketangkep kamera,['rundung [Negative (4.0)] ketangkep kamera'],-4.0,Negative,rundung ketangkep kamera
modar [Negative (5.0)] we anjing [Negative (5.0)], modar we anjing,['modar [Negative (5.0)] we anjing [Negative (5.0)]'],-5.0,Negative,modar we anjing
tindak moral [Positive (4.0)] siswa [Positive (4.0)] merosot [Negative (5.0)] tolelir wajar [Negative (5.0)], tindak moral siswa merosot tolelir wajar,['tindak moral [Positive (4.0)] siswa [Positive (4.0)] merosot [Negative (5.0)] tolelir wajar [Negative (5.0)]'],-5.0,Negative,tindak moral siswa merosot tolelir wajar
alhamdulillah [Positive (5.0)] uda tangan [Positive (1.0)] aparat [Negative (3.0)] hukum [Negative (4.0)] timpal [Positive (2.0)], alhamdulillah uda tangan aparat hukum timpal,['alhamdulillah [Positive (5.0)] uda tangan [Positive (1.0)] aparat [Negative (3.0)] hukum [Negative (4.0)] timpal [Positive (2.0)]'],-4.0,Negative,alhamdulillah uda tangan aparat hukum timpal
syykurlah, syykurlah,['syykurlah'],0.0,Neutral,syykurlah
kenpa sih atas [Negative (4.0)] tindak polisi dateng [Positive (2.0)], kenpa sih atas tindak polisi dateng,['kenpa sih atas [Negative (4.0)] tindak polisi dateng [Positive (2.0)]'],-4.0,Negative,kenpa sih atas tindak polisi dateng
ngak dibebasin biar [Negative (3.0)] digebukkin duluan [Negative (2.0)] penjara [Negative (5.0)] sakit [Negative (6.0)] hati [Negative (2.0)] lihat [Positive (3.0)] anak [Negative (3.0)] perempuan digituin [Negative (2.0)], ngak dibebasin biar digebukkin duluan penjara sakit hati lihat anak perempuan digituin,['ngak dibebasin biar [Negative (3.0)] digebukkin duluan [Negative (2.0)] penjara [Negative (5.0)] sakit [Negative (6.0)] hati [Negative (2.0)] lihat [Positive (3.0)] anak [Negative (3.0)] perempuan digituin [Negative (2.0)]'],3.0,Positive,ngak dibebasin biar digebukkin duluan penjara sakit hati lihat anak perempuan digituin
hukum [Negative (3.0)] jalan orgnya gimana terjd klurga mrk, hukum jalan orgnya gimana terjd klurga mrk,['hukum [Negative (3.0)] jalan orgnya gimana terjd klurga mrk'],-3.0,Negative,hukum jalan orgnya gimana terjd klurga mrk
korban [Negative (4.0)] sinetron jaman [Negative (2.0)], korban sinetron jaman,['korban [Negative (4.0)] sinetron jaman [Negative (2.0)]'],-2.0,Negative,korban sinetron jaman
buatin sekolah [Positive (3.0)] semi [Negative (2.0)] militer kayak [Negative (3.0)] anak [Negative (4.0)] nakal [Negative (6.0)] masuk [Negative (4.0)] penjara [Negative (5.0)] hak nya sekolah [Positive (3.0)] ttp ngajar tentara biar [Negative (3.0)] kendali, buatin sekolah semi militer kayak anak nakal masuk penjara hak nya sekolah ttp ngajar tentara biar kendali,['buatin sekolah [Positive (3.0)] semi [Negative (2.0)] militer kayak [Negative (3.0)] anak [Negative (4.0)] nakal [Negative (6.0)] masuk [Negative (4.0)] penjara [Negative (5.0)] hak nya sekolah [Positive (3.0)] ttp ngajar tentara biar [Negative (3.0)] kendali'],0.0,Neutral,buatin sekolah semi militer kayak anak nakal masuk penjara hak nya sekolah ttp ngajar tentara biar kendali
penjara [Negative (4.0)] biar [Negative (4.0)] efek [Positive (3.0)] jera [Negative (3.0)], penjara biar efek jera,['penjara [Negative (4.0)] biar [Negative (4.0)] efek [Positive (3.0)] jera [Negative (3.0)]'],0.0,Neutral,penjara biar efek jera
kirim [Positive (2.0)] china wuhan aja [Positive (1.0)] biar [Negative (3.0)] bebas [Negative (5.0)] ekspresi sana, kirim china wuhan aja biar bebas ekspresi sana,['kirim [Positive (2.0)] china wuhan aja [Positive (1.0)] biar [Negative (3.0)] bebas [Negative (5.0)] ekspresi sana'],-5.0,Negative,kirim china wuhan aja biar bebas ekspresi sana
nyali [Negative (3.0)] tuh anak [Negative (3.0)] hahaha, nyali tuh anak hahaha,['nyali [Negative (3.0)] tuh anak [Negative (3.0)] hahaha'],-3.0,Negative,nyali tuh anak hahaha
tindak ulang seko [Negative (3.0)], tindak ulang seko,['tindak ulang seko [Negative (3.0)]'],-3.0,Negative,tindak ulang seko
dikit [Negative (4.0)] sensor dikit [Negative (4.0)] sensor muka laku tau [Negative (4.0)] muka laku gimana ktemu laku ny udah tau [Negative (4.0)] enak [Negative (5.0)] hindar pas [Positive (3.0)] temen, dikit sensor dikit sensor muka laku tau muka laku gimana ktemu laku ny udah tau enak hindar pas temen,['dikit [Negative (4.0)] sensor dikit [Negative (4.0)] sensor muka laku tau [Negative (4.0)] muka laku gimana ktemu laku ny udah tau [Negative (4.0)] enak [Negative (5.0)] hindar pas [Positive (3.0)] temen'],-5.0,Negative,dikit sensor dikit sensor muka laku tau muka laku gimana ktemu laku ny udah tau enak hindar pas temen
mampuss, mampuss,['mampuss'],0.0,Neutral,mampuss
mampus [Negative (5.0)] makan [Negative (1.0)] tuh kena [Negative (3.0)] tangkep, mampus makan tuh kena tangkep,['mampus [Negative (5.0)] makan [Negative (1.0)] tuh kena [Negative (3.0)] tangkep'],-3.0,Negative,mampus makan tuh kena tangkep
hukum [Negative (3.0)] biar [Negative (4.0)] jera [Negative (4.0)] nang [Negative (6.0)] maaf [Negative (4.0)] lepas [Negative (2.0)], hukum biar jera nang maaf lepas,['hukum [Negative (3.0)] biar [Negative (4.0)] jera [Negative (4.0)] nang [Negative (6.0)] maaf [Negative (4.0)] lepas [Negative (2.0)]'],-2.0,Negative,hukum biar jera nang maaf lepas
mantapp penjara [Negative (4.0)], mantapp penjara,['mantapp penjara [Negative (4.0)]'],-4.0,Negative,mantapp penjara
tangan [Positive (1.0)] palaknyo patahke kaki tangannyo raban proses [Positive (1.0)] hukum [Negative (3.0)] biar [Negative (4.0)] idak lok lok lgi cak, tangan palaknyo patahke kaki tangannyo raban proses hukum biar idak lok lok lgi cak,['tangan [Positive (1.0)] palaknyo patahke kaki tangannyo raban proses [Positive (1.0)] hukum [Negative (3.0)] biar [Negative (4.0)] idak lok lok lgi cak'],-4.0,Negative,tangan palaknyo patahke kaki tangannyo raban proses hukum biar idak lok lok lgi cak
laku bocah anjing [Negative (5.0)], laku bocah anjing,['laku bocah anjing [Negative (5.0)]'],-5.0,Negative,laku bocah anjing
penjarain aja [Positive (1.0)] jngan kasih [Negative (1.0)] ampun [Negative (4.0)], penjarain aja jngan kasih ampun,['penjarain aja [Positive (1.0)] jngan kasih [Negative (1.0)] ampun [Negative (4.0)]'],-4.0,Negative,penjarain aja jngan kasih ampun
pakai anak [Negative (3.0)] siswa [Positive (3.0)] ajar [Negative (3.0)] apalgi tingkah [Negative (5.0)] smp, pakai anak siswa ajar apalgi tingkah smp,['pakai anak [Negative (3.0)] siswa [Positive (3.0)] ajar [Negative (3.0)] apalgi tingkah [Negative (5.0)] smp'],-5.0,Negative,pakai anak siswa ajar apalgi tingkah smp
enjok ampon budak [Positive (4.0)] setan [Negative (5.0)] payah men hokom indonesia cakini maseh lindung [Positive (4.0)] materai selesai [Negative (4.0)] urus daktau anak [Negative (3.0)] cak binatang tingkah [Negative (5.0)] laku katek otakk, enjok ampon budak setan payah men hokom indonesia cakini maseh lindung materai selesai urus daktau anak cak binatang tingkah laku katek otakk,['enjok ampon budak [Positive (4.0)] setan [Negative (5.0)] payah men hokom indonesia cakini maseh lindung [Positive (4.0)] materai selesai [Negative (4.0)] urus daktau anak [Negative (3.0)] cak binatang tingkah [Negative (5.0)] laku katek otakk'],-5.0,Negative,enjok ampon budak setan payah men hokom indonesia cakini maseh lindung materai selesai urus daktau anak cak binatang tingkah laku katek otakk
jang nk fikirke ajar [Negative (3.0)] dk katek toleransi pokoknyo sidang [Negative (3.0)] sesuai [Positive (3.0)] hukum [Negative (3.0)] bajing [Negative (6.0)], jang nk fikirke ajar dk katek toleransi pokoknyo sidang sesuai hukum bajing,['jang nk fikirke ajar [Negative (3.0)] dk katek toleransi pokoknyo sidang [Negative (3.0)] sesuai [Positive (3.0)] hukum [Negative (3.0)] bajing [Negative (6.0)]'],-5.0,Negative,jang nk fikirke ajar dk katek toleransi pokoknyo sidang sesuai hukum bajing
mampus [Negative (5.0)] anak [Negative (4.0)] badung [Negative (5.0)], mampus anak badung,['mampus [Negative (5.0)] anak [Negative (4.0)] badung [Negative (5.0)]'],-5.0,Negative,mampus anak badung
mampus [Negative (5.0)] kau, mampus kau,['mampus [Negative (5.0)] kau'],-5.0,Negative,mampus kau
alhamdulilah [Positive (3.0)] mampus [Negative (5.0)] masukin ajah jeruji besi, alhamdulilah mampus masukin ajah jeruji besi,['alhamdulilah [Positive (3.0)] mampus [Negative (5.0)] masukin ajah jeruji besi'],-5.0,Negative,alhamdulilah mampus masukin ajah jeruji besi
neh kauu neh kauu, neh kauu neh kauu,['neh kauu neh kauu'],0.0,Neutral,neh kauu neh kauu
keluarke sekolah [Positive (3.0)] musukke kepanjaro be biar [Negative (3.0)] tau [Negative (5.0)] enak [Negative (5.0)] enak [Negative (5.0)] mukuli anak [Negative (3.0)] orang emang dk hukum [Negative (3.0)] negara, keluarke sekolah musukke kepanjaro be biar tau enak enak mukuli anak orang emang dk hukum negara,['keluarke sekolah [Positive (3.0)] musukke kepanjaro be biar [Negative (3.0)] tau [Negative (5.0)] enak [Negative (5.0)] enak [Negative (5.0)] mukuli anak [Negative (3.0)] orang emang dk hukum [Negative (3.0)] negara'],0.0,Neutral,keluarke sekolah musukke kepanjaro be biar tau enak enak mukuli anak orang emang dk hukum negara
