classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
senjata makan [Negative (1.0)] tua [Negative (5.0)] wakil aja [Positive (1.0)] mafud md aja [Positive (1.0)] bongkar [Negative (3.0)] aip teman, senjata makan tua wakil aja mafud md aja bongkar aip teman,['senjata makan [Negative (1.0)] tua [Negative (5.0)] wakil aja [Positive (1.0)] mafud md aja [Positive (1.0)] bongkar [Negative (3.0)] aip teman'],-3.0,Negative,senjata makan tua wakil aja mafud md aja bongkar aip teman
ganjar [Negative (3.0)] kerja [Positive (2.0)] jeblok [Negative (5.0)], ganjar kerja jeblok,['ganjar [Negative (3.0)] kerja [Positive (2.0)] jeblok [Negative (5.0)]'],-5.0,Negative,ganjar kerja jeblok
langsung [Positive (3.0)] calon wakil ganjar [Negative (3.0)], langsung calon wakil ganjar,['langsung [Positive (3.0)] calon wakil ganjar [Negative (3.0)]'],0.0,Neutral,langsung calon wakil ganjar
berani speak up neng [Negative (1.0)] takut [Negative (5.0)] terimakasih [Positive (5.0)] udah wakil, berani speak up neng takut terimakasih udah wakil,['berani speak up neng [Negative (1.0)] takut [Negative (5.0)] terimakasih [Positive (5.0)] udah wakil'],0.0,Neutral,berani speak up neng takut terimakasih udah wakil
setujuu ham era ganjar [Negative (3.0)] presiden tegak, setujuu ham era ganjar presiden tegak,['setujuu ham era ganjar [Negative (3.0)] presiden tegak'],-3.0,Negative,setujuu ham era ganjar presiden tegak
menkopolhukam mahfud mahfud gagal [Negative (4.0)] nggak [Positive (1.0)] salah [Negative (4.0)] ngomong kang, menkopolhukam mahfud mahfud gagal nggak salah ngomong kang,['menkopolhukam mahfud mahfud gagal [Negative (4.0)] nggak [Positive (1.0)] salah [Negative (4.0)] ngomong kang'],-4.0,Negative,menkopolhukam mahfud mahfud gagal nggak salah ngomong kang
ganjar [Negative (3.0)] hobi ngomong ngawur blunder ya [Positive (4.0)] maklum [Negative (2.0)] omong [Negative (5.0)] pesan [Negative (4.0)] gerombol [Negative (5.0)] banteng [Negative (4.0)] kasi [Negative (4.0)] yah lumayan [Negative (2.0)] capres lucu [Negative (2.0)] lucu [Negative (2.0)], ganjar hobi ngomong ngawur blunder ya maklum omong pesan gerombol banteng kasi yah lumayan capres lucu lucu,['ganjar [Negative (3.0)] hobi ngomong ngawur blunder ya [Positive (4.0)] maklum [Negative (2.0)] omong [Negative (5.0)] pesan [Negative (4.0)] gerombol [Negative (5.0)] banteng [Negative (4.0)] kasi [Negative (4.0)] yah lumayan [Negative (2.0)] capres lucu [Negative (2.0)] lucu [Negative (2.0)]'],4.0,Positive,ganjar hobi ngomong ngawur blunder ya maklum omong pesan gerombol banteng kasi yah lumayan capres lucu lucu
tombol anti [Negative (2.0)] pdip, tombol anti pdip,['tombol anti [Negative (2.0)] pdip'],-2.0,Negative,tombol anti pdip
menkopolhukamnya, menkopolhukamnya,['menkopolhukamnya'],0.0,Neutral,menkopolhukamnya
calon wakil gagal [Negative (4.0)] total senjata makan [Negative (1.0)] tuan, calon wakil gagal total senjata makan tuan,['calon wakil gagal [Negative (4.0)] total senjata makan [Negative (1.0)] tuan'],0.0,Neutral,calon wakil gagal total senjata makan tuan
ganjar [Negative (3.0)] mahfud, ganjar mahfud,['ganjar [Negative (3.0)] mahfud'],-3.0,Negative,ganjar mahfud
panik [Negative (4.0)] ya [Positive (4.0)] uban, panik ya uban,['panik [Negative (4.0)] ya [Positive (4.0)] uban'],0.0,Neutral,panik ya uban
ya [Positive (4.0)] alloh beri [Negative (2.0)] bangsa pimpin amanah [Positive (5.0)] jujur [Negative (1.0)] rendah [Negative (6.0)] hati [Positive (4)] insyaallah [Positive (2.0)] ganjar [Negative (3.0)] mahfud md, ya alloh beri bangsa pimpin amanah jujur rendah hati insyaallah ganjar mahfud md,['ya [Positive (4.0)] alloh beri [Negative (2.0)] bangsa pimpin amanah [Positive (5.0)] jujur [Negative (1.0)] rendah [Negative (6.0)] hati [Positive (4)] insyaallah [Positive (2.0)] ganjar [Negative (3.0)] mahfud md'],-3.0,Negative,ya alloh beri bangsa pimpin amanah jujur rendah hati insyaallah ganjar mahfud md
sih nilai [Positive (5.0)], sih nilai,['sih nilai [Positive (5.0)]'],5.0,Positive,sih nilai
senjata makan [Negative (1.0)] tua [Negative (5.0)] wakil aja [Positive (1.0)] mafud md aja [Positive (1.0)] bongkar [Negative (3.0)] aip teman, senjata makan tua wakil aja mafud md aja bongkar aip teman,['senjata makan [Negative (1.0)] tua [Negative (5.0)] wakil aja [Positive (1.0)] mafud md aja [Positive (1.0)] bongkar [Negative (3.0)] aip teman'],-3.0,Negative,senjata makan tua wakil aja mafud md aja bongkar aip teman
aduh [Negative (3.0)] wakil, aduh wakil,['aduh [Negative (3.0)] wakil'],-3.0,Negative,aduh wakil
ganjar [Negative (3.0)] kerja [Positive (2.0)] jeblok [Negative (5.0)], ganjar kerja jeblok,['ganjar [Negative (3.0)] kerja [Positive (2.0)] jeblok [Negative (5.0)]'],-5.0,Negative,ganjar kerja jeblok
bener [Negative (1.0)] tuju [Negative (5.0)] wadas salah [Negative (4.0)] satu [Negative (1)], bener tuju wadas salah satu,['bener [Negative (1.0)] tuju [Negative (5.0)] wadas salah [Negative (4.0)] satu [Negative (1)]'],0.0,Neutral,bener tuju wadas salah satu
panutan boss berani speak up salah [Negative (4.0)], panutan boss berani speak up salah,['panutan boss berani speak up salah [Negative (4.0)]'],-4.0,Negative,panutan boss berani speak up salah
ahh ttp prabowo gibran mahh [Negative (3.0)], ahh ttp prabowo gibran mahh,['ahh ttp prabowo gibran mahh [Negative (3.0)]'],-3.0,Negative,ahh ttp prabowo gibran mahh
ngejek mahmud ni udah njelekkan, ngejek mahmud ni udah njelekkan,['ngejek mahmud ni udah njelekkan'],0.0,Neutral,ngejek mahmud ni udah njelekkan
huek huek menkopolhukamnya bisa nilai [Positive (5.0)] mana pakk, huek huek menkopolhukamnya bisa nilai mana pakk,['huek huek menkopolhukamnya bisa nilai [Positive (5.0)] mana pakk'],5.0,Positive,huek huek menkopolhukamnya bisa nilai mana pakk
tuju [Negative (4.0)] sihh [Negative (2.0)] ama ganjar [Negative (3.0)] emang kondisi hukum [Negative (3.0)] indonesia prihatin [Negative (4.0)] tambah [Positive (3.0)] mk kemaren, tuju sihh ama ganjar emang kondisi hukum indonesia prihatin tambah mk kemaren,['tuju [Negative (4.0)] sihh [Negative (2.0)] ama ganjar [Negative (3.0)] emang kondisi hukum [Negative (3.0)] indonesia prihatin [Negative (4.0)] tambah [Positive (3.0)] mk kemaren'],-4.0,Negative,tuju sihh ama ganjar emang kondisi hukum indonesia prihatin tambah mk kemaren
wakil pukul [Negative (4.0)] hedehh, wakil pukul hedehh,['wakil pukul [Negative (4.0)] hedehh'],-4.0,Negative,wakil pukul hedehh
nama senjata makan [Negative (1.0)] tua [Negative (5.0)], nama senjata makan tua,['nama senjata makan [Negative (1.0)] tua [Negative (5.0)]'],-5.0,Negative,nama senjata makan tua
partai dendam [Negative (5.0)] indonesia, partai dendam indonesia,['partai dendam [Negative (5.0)] indonesia'],-5.0,Negative,partai dendam indonesia
menkopolhukamnya cawapresnya koq jeblokno, menkopolhukamnya cawapresnya koq jeblokno,['menkopolhukamnya cawapresnya koq jeblokno'],0.0,Neutral,menkopolhukamnya cawapresnya koq jeblokno
kasus aja [Positive (1.0)] mk mkmkmk mk mah cawapresmu intervensi, kasus aja mk mkmkmk mk mah cawapresmu intervensi,['kasus aja [Positive (1.0)] mk mkmkmk mk mah cawapresmu intervensi'],0.0,Neutral,kasus aja mk mkmkmk mk mah cawapresmu intervensi
tuju [Negative (5.0)] banget [Positive (1.0)] sih ganjar [Negative (3.0)] kasih [Negative (1.0)] nilai [Positive (5.0)] jelek [Negative (5.0)] jokowi nang [Negative (5.0)] hukum [Negative (4.0)] ham turun [Negative (3.0)] era jokowi bukti [Negative (3.0)] langgar hukum [Negative (3.0)], tuju banget sih ganjar kasih nilai jelek jokowi nang hukum ham turun era jokowi bukti langgar hukum,['tuju [Negative (5.0)] banget [Positive (1.0)] sih ganjar [Negative (3.0)] kasih [Negative (1.0)] nilai [Positive (5.0)] jelek [Negative (5.0)] jokowi nang [Negative (5.0)] hukum [Negative (4.0)] ham turun [Negative (3.0)] era jokowi bukti [Negative (3.0)] langgar hukum [Negative (3.0)]'],5.0,Positive,tuju banget sih ganjar kasih nilai jelek jokowi nang hukum ham turun era jokowi bukti langgar hukum
kayak [Negative (3.0)] bangun tidur [Negative (3.0)], kayak bangun tidur,['kayak [Negative (3.0)] bangun tidur [Negative (3.0)]'],-3.0,Negative,kayak bangun tidur
menkopolhukamnya wakil kasih [Negative (1.0)] poin [Positive (2.0)], menkopolhukamnya wakil kasih poin,['menkopolhukamnya wakil kasih [Negative (1.0)] poin [Positive (2.0)]'],2.0,Positive,menkopolhukamnya wakil kasih poin
kemaren mana aja [Positive (1.0)] dpr dikuasain pdip adem aja [Positive (1.0)] kpk dipretelin, kemaren mana aja dpr dikuasain pdip adem aja kpk dipretelin,['kemaren mana aja [Positive (1.0)] dpr dikuasain pdip adem aja [Positive (1.0)] kpk dipretelin'],0.0,Neutral,kemaren mana aja dpr dikuasain pdip adem aja kpk dipretelin
menkopolhukam cawapres nggk kerja [Positive (2.0)], menkopolhukam cawapres nggk kerja,['menkopolhukam cawapres nggk kerja [Positive (2.0)]'],2.0,Positive,menkopolhukam cawapres nggk kerja
sakit [Negative (5.0)] hati [Negative (2.0)] dendam [Negative (6.0)] puji [Positive (4.0)] jokowi menjelkkan, sakit hati dendam puji jokowi menjelkkan,['sakit [Negative (5.0)] hati [Negative (2.0)] dendam [Negative (6.0)] puji [Positive (4.0)] jokowi menjelkkan'],-5.0,Negative,sakit hati dendam puji jokowi menjelkkan
fakta [Negative (3.0)] emang omongin gp ham mas buruk [Negative (5.0)] era lurah, fakta emang omongin gp ham mas buruk era lurah,['fakta [Negative (3.0)] emang omongin gp ham mas buruk [Negative (5.0)] era lurah'],-5.0,Negative,fakta emang omongin gp ham mas buruk era lurah
th jateng gagal [Negative (4.0)] merah [Negative (4.0)], th jateng gagal merah,['th jateng gagal [Negative (4.0)] merah [Negative (4.0)]'],-4.0,Negative,th jateng gagal merah
loh loh loh bhaya titip absen [Negative (3.0)] nyindir pasang [Positive (4.0)] all in prabowo mas gibran indonesia, loh loh loh bhaya titip absen nyindir pasang all in prabowo mas gibran indonesia,['loh loh loh bhaya titip absen [Negative (3.0)] nyindir pasang [Positive (4.0)] all in prabowo mas gibran indonesia'],4.0,Positive,loh loh loh bhaya titip absen nyindir pasang all in prabowo mas gibran indonesia
hahaha jebak mulut [Negative (1.0)] khisanak, hahaha jebak mulut khisanak,['hahaha jebak mulut [Negative (1.0)] khisanak'],0.0,Neutral,hahaha jebak mulut khisanak
laah menkopolhukam sekrang cawapres situ aja [Positive (1.0)] bilang cawapresnya becus [Negative (4.0)] kerja [Positive (2.0)], laah menkopolhukam sekrang cawapres situ aja bilang cawapresnya becus kerja,['laah menkopolhukam sekrang cawapres situ aja [Positive (1.0)] bilang cawapresnya becus [Negative (4.0)] kerja [Positive (2.0)]'],-4.0,Negative,laah menkopolhukam sekrang cawapres situ aja bilang cawapresnya becus kerja
ganjar [Negative (3.0)] kek masyarakat indonesia rapor merah [Negative (3.0)] putus [Negative (6.0)] mk cacat [Negative (5.0)] hukum [Negative (4.0)], ganjar kek masyarakat indonesia rapor merah putus mk cacat hukum,['ganjar [Negative (3.0)] kek masyarakat indonesia rapor merah [Negative (3.0)] putus [Negative (6.0)] mk cacat [Negative (5.0)] hukum [Negative (4.0)]'],-4.0,Negative,ganjar kek masyarakat indonesia rapor merah putus mk cacat hukum
srek sma orang, srek sma orang,['srek sma orang'],0.0,Neutral,srek sma orang
bilang tega [Negative (5.0)] hukum [Negative (4.0)] jatah [Negative (1.0)] kuasa [Positive (3.0)] wkwkwk [Positive (4.0)], bilang tega hukum jatah kuasa wkwkwk,['bilang tega [Negative (5.0)] hukum [Negative (4.0)] jatah [Negative (1.0)] kuasa [Positive (3.0)] wkwkwk [Positive (4.0)]'],4.0,Positive,bilang tega hukum jatah kuasa wkwkwk
aduh [Negative (3.0)] gimana kabar [Negative (3.0)] nya perllu bangga [Positive (3.0)] bangga [Positive (4.0)] bangun jawa sirna [Negative (5.0)] bangga [Positive (3.0)] ku nya maaf [Negative (3.0)] maaf [Negative (4.0)] bener [Negative (1.0)] maaf [Negative (4.0)], aduh gimana kabar nya perllu bangga bangga bangun jawa sirna bangga ku nya maaf maaf bener maaf,['aduh [Negative (3.0)] gimana kabar [Negative (3.0)] nya perllu bangga [Positive (3.0)] bangga [Positive (4.0)] bangun jawa sirna [Negative (5.0)] bangga [Positive (3.0)] ku nya maaf [Negative (3.0)] maaf [Negative (4.0)] bener [Negative (1.0)] maaf [Negative (4.0)]'],-4.0,Negative,aduh gimana kabar nya perllu bangga bangga bangun jawa sirna bangga ku nya maaf maaf bener maaf
asli [Positive (2.0)] udah pisah [Negative (3.0)] kolam [Negative (4.0)], asli udah pisah kolam,['asli [Positive (2.0)] udah pisah [Negative (3.0)] kolam [Negative (4.0)]'],-4.0,Negative,asli udah pisah kolam
tuju [Negative (4.0)] gp nyata [Negative (2.0)] ham mas buruk [Negative (5.0)] periode pimpin pakde, tuju gp nyata ham mas buruk periode pimpin pakde,['tuju [Negative (4.0)] gp nyata [Negative (2.0)] ham mas buruk [Negative (5.0)] periode pimpin pakde'],-5.0,Negative,tuju gp nyata ham mas buruk periode pimpin pakde
bagus [Negative (4.0)] poin [Positive (2.0)] mahfud md menkopolhukam mahfud md menko tuh, bagus poin mahfud md menkopolhukam mahfud md menko tuh,['bagus [Negative (4.0)] poin [Positive (2.0)] mahfud md menkopolhukam mahfud md menko tuh'],-4.0,Negative,bagus poin mahfud md menkopolhukam mahfud md menko tuh
paselon bawa [Negative (3.0)] gagas ham inisial prabowo, paselon bawa gagas ham inisial prabowo,['paselon bawa [Negative (3.0)] gagas ham inisial prabowo'],-3.0,Negative,paselon bawa gagas ham inisial prabowo
rem [Negative (5.0)] nya nyerocos mulu [Negative (1.0)] lupa [Negative (4.0)] pasanganya menkopolhukam, rem nya nyerocos mulu lupa pasanganya menkopolhukam,['rem [Negative (5.0)] nya nyerocos mulu [Negative (1.0)] lupa [Negative (4.0)] pasanganya menkopolhukam'],-4.0,Negative,rem nya nyerocos mulu lupa pasanganya menkopolhukam
sindir [Negative (3.0)] paslon sindir [Negative (3.0)] pasang [Positive (4.0)], sindir paslon sindir pasang,['sindir [Negative (3.0)] paslon sindir [Negative (3.0)] pasang [Positive (4.0)]'],4.0,Positive,sindir paslon sindir pasang
ya [Positive (4.0)] kasih [Negative (1.0)] nilai [Positive (5.0)] gub jateng urus macet aja [Positive (1.0)] kelar [Positive (4.0)] pdi moncer sosok jokowi sosok mega elite [Positive (5.0)] pdi, ya kasih nilai gub jateng urus macet aja kelar pdi moncer sosok jokowi sosok mega elite pdi,['ya [Positive (4.0)] kasih [Negative (1.0)] nilai [Positive (5.0)] gub jateng urus macet aja [Positive (1.0)] kelar [Positive (4.0)] pdi moncer sosok jokowi sosok mega elite [Positive (5.0)] pdi'],5.0,Positive,ya kasih nilai gub jateng urus macet aja kelar pdi moncer sosok jokowi sosok mega elite pdi
mk nilai [Positive (5.0)] habis [Negative (3.0)] mk sisa [Negative (4.0)] harga [Positive (3.0)] setia [Negative (4.0)] negakin hukum [Negative (3.0)] kayak [Negative (4.0)] mahfud, mk nilai habis mk sisa harga setia negakin hukum kayak mahfud,['mk nilai [Positive (5.0)] habis [Negative (3.0)] mk sisa [Negative (4.0)] harga [Positive (3.0)] setia [Negative (4.0)] negakin hukum [Negative (3.0)] kayak [Negative (4.0)] mahfud'],-4.0,Negative,mk nilai habis mk sisa harga setia negakin hukum kayak mahfud
pengine pimen iki moro wae jateng aja [Positive (1.0)] hurung dadi kakean komen, pengine pimen iki moro wae jateng aja hurung dadi kakean komen,['pengine pimen iki moro wae jateng aja [Positive (1.0)] hurung dadi kakean komen'],0.0,Neutral,pengine pimen iki moro wae jateng aja hurung dadi kakean komen
hukum [Negative (3.0)] wakil jar jokowi kuasa [Positive (3.0)] menkopolhukum, hukum wakil jar jokowi kuasa menkopolhukum,['hukum [Negative (3.0)] wakil jar jokowi kuasa [Positive (3.0)] menkopolhukum'],0.0,Neutral,hukum wakil jar jokowi kuasa menkopolhukum
presiden ya [Positive (4.0)] janji nawacita reformasi hukum [Negative (3.0)] aja [Positive (2.0)] mending [Negative (3.0)] karna cawapresmu, presiden ya janji nawacita reformasi hukum aja mending karna cawapresmu,['presiden ya [Positive (4.0)] janji nawacita reformasi hukum [Negative (3.0)] aja [Positive (2.0)] mending [Negative (3.0)] karna cawapresmu'],-3.0,Negative,presiden ya janji nawacita reformasi hukum aja mending karna cawapresmu
kira [Negative (2.0)] jokowi serius [Negative (5.0)] urus tega [Negative (5.0)] ham indonesia, kira jokowi serius urus tega ham indonesia,['kira [Negative (2.0)] jokowi serius [Negative (5.0)] urus tega [Negative (5.0)] ham indonesia'],-5.0,Negative,kira jokowi serius urus tega ham indonesia
tambah [Positive (3.0)] anak [Negative (4.0)] join [Positive (1.0)] cawapres langgar ham berat, tambah anak join cawapres langgar ham berat,['tambah [Positive (3.0)] anak [Negative (4.0)] join [Positive (1.0)] cawapres langgar ham berat'],-4.0,Negative,tambah anak join cawapres langgar ham berat
bintang ngga ramah [Negative (3.0)] ham lha langgar ham aja [Positive (1.0)] disupport capres, bintang ngga ramah ham lha langgar ham aja disupport capres,['bintang ngga ramah [Negative (3.0)] ham lha langgar ham aja [Positive (1.0)] disupport capres'],-3.0,Negative,bintang ngga ramah ham lha langgar ham aja disupport capres
btw makasih [Positive (4.0)] ya [Positive (5.0)] udah wakil orang hak nya renggut, btw makasih ya udah wakil orang hak nya renggut,['btw makasih [Positive (4.0)] ya [Positive (5.0)] udah wakil orang hak nya renggut'],5.0,Positive,btw makasih ya udah wakil orang hak nya renggut
makasih [Positive (4.0)] ganjar [Negative (3.0)] yaa udah wakil resah [Negative (5.0)] rasa [Negative (2.0)] tega [Negative (6.0)] hukum [Negative (4.0)] negeri, makasih ganjar yaa udah wakil resah rasa tega hukum negeri,['makasih [Positive (4.0)] ganjar [Negative (3.0)] yaa udah wakil resah [Negative (5.0)] rasa [Negative (2.0)] tega [Negative (6.0)] hukum [Negative (4.0)] negeri'],0.0,Neutral,makasih ganjar yaa udah wakil resah rasa tega hukum negeri
wkwk jeblok [Negative (5.0)] tuh emng iya sih knyataannya bnyk langgar ham, wkwk jeblok tuh emng iya sih knyataannya bnyk langgar ham,['wkwk jeblok [Negative (5.0)] tuh emng iya sih knyataannya bnyk langgar ham'],-5.0,Negative,wkwk jeblok tuh emng iya sih knyataannya bnyk langgar ham
sepakat [Positive (4.0)] sih perkara [Negative (4.0)] mk kemaren banget [Positive (1.0)] jeblok [Negative (6.0)] tega [Negative (6.0)] hukum [Negative (4.0)] ya [Positive (4.0)] cocok [Negative (3.0)] wapresnya prof mahfud dibenahin wapres belah [Negative (5.0)] paham, sepakat sih perkara mk kemaren banget jeblok tega hukum ya cocok wapresnya prof mahfud dibenahin wapres belah paham,['sepakat [Positive (4.0)] sih perkara [Negative (4.0)] mk kemaren banget [Positive (1.0)] jeblok [Negative (6.0)] tega [Negative (6.0)] hukum [Negative (4.0)] ya [Positive (4.0)] cocok [Negative (3.0)] wapresnya prof mahfud dibenahin wapres belah [Negative (5.0)] paham'],-5.0,Negative,sepakat sih perkara mk kemaren banget jeblok tega hukum ya cocok wapresnya prof mahfud dibenahin wapres belah paham
terimakasih [Positive (5.0)] suara [Negative (1.0)] perkaraa wakil golong ham nya langgar, terimakasih suara perkaraa wakil golong ham nya langgar,['terimakasih [Positive (5.0)] suara [Negative (1.0)] perkaraa wakil golong ham nya langgar'],5.0,Positive,terimakasih suara perkaraa wakil golong ham nya langgar
terimakasih [Positive (5.0)] wakil suara [Negative (1.0)] rakyat hukum [Negative (3.0)] ham indonesia mala [Negative (5.0)], terimakasih wakil suara rakyat hukum ham indonesia mala,['terimakasih [Positive (5.0)] wakil suara [Negative (1.0)] rakyat hukum [Negative (3.0)] ham indonesia mala [Negative (5.0)]'],0.0,Neutral,terimakasih wakil suara rakyat hukum ham indonesia mala
ganjar [Negative (3.0)] emang pimpin baik [Negative (1.0)] mantap [Positive (5.0)] pol [Negative (3.0)], ganjar emang pimpin baik mantap pol,['ganjar [Negative (3.0)] emang pimpin baik [Negative (1.0)] mantap [Positive (5.0)] pol [Negative (3.0)]'],5.0,Positive,ganjar emang pimpin baik mantap pol
tega [Negative (5.0)] hukum [Negative (4.0)] sih gimana tetep dikendaliin kuasa [Positive (3.0)] ya [Positive (5.0)] kuasa [Positive (4.0)] pimpin negara aja [Positive (1.0)] suka [Negative (1.0)] mainin [Negative (2.0)] hukum [Negative (4.0)] yaudah [Negative (5.0)] hancur tuh tega [Negative (5.0)] hukum [Negative (4.0)] pimpin negara kayak [Negative (3.0)] ganjar [Negative (4.0)] prof mahfud paham banget [Positive (1.0)] hukum [Negative (4.0)] integritas benah masalah [Negative (4.0)] hukum [Negative (4.0)], tega hukum sih gimana tetep dikendaliin kuasa ya kuasa pimpin negara aja suka mainin hukum yaudah hancur tuh tega hukum pimpin negara kayak ganjar prof mahfud paham banget hukum integritas benah masalah hukum,['tega [Negative (5.0)] hukum [Negative (4.0)] sih gimana tetep dikendaliin kuasa [Positive (3.0)] ya [Positive (5.0)] kuasa [Positive (4.0)] pimpin negara aja [Positive (1.0)] suka [Negative (1.0)] mainin [Negative (2.0)] hukum [Negative (4.0)] yaudah [Negative (5.0)] hancur tuh tega [Negative (5.0)] hukum [Negative (4.0)] pimpin negara kayak [Negative (3.0)] ganjar [Negative (4.0)] prof mahfud paham banget [Positive (1.0)] hukum [Negative (4.0)] integritas benah masalah [Negative (4.0)] hukum [Negative (4.0)]'],-4.0,Negative,tega hukum sih gimana tetep dikendaliin kuasa ya kuasa pimpin negara aja suka mainin hukum yaudah hancur tuh tega hukum pimpin negara kayak ganjar prof mahfud paham banget hukum integritas benah masalah hukum
mending [Negative (3.0)] kasih [Negative (2.0)] mk jeblok [Negative (5.0)] udah minus [Negative (3.0)], mending kasih mk jeblok udah minus,['mending [Negative (3.0)] kasih [Negative (2.0)] mk jeblok [Negative (5.0)] udah minus [Negative (3.0)]'],-3.0,Negative,mending kasih mk jeblok udah minus
