classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
si jago [Positive (3.0)] udah miskin [Negative (5.0)] tau [Negative (5.0)] kasiankan orang tua [Negative (4.0)], si jago udah miskin tau kasiankan orang tua,['si jago [Positive (3.0)] udah miskin [Negative (5.0)] tau [Negative (5.0)] kasiankan orang tua [Negative (4.0)]'],-4.0,Negative,si jago udah miskin tau kasiankan orang tua
netizen udah info [Negative (3.0)] tangkap [Negative (4.0)] mohon [Negative (2.0)] ya [Positive (4.0)] kabarin penasaran [Negative (3.0)] liat [Negative (1.0)] komuk si jago [Positive (3.0)] gimana pas [Positive (3.0)] ketangkep, netizen udah info tangkap mohon ya kabarin penasaran liat komuk si jago gimana pas ketangkep,['netizen udah info [Negative (3.0)] tangkap [Negative (4.0)] mohon [Negative (2.0)] ya [Positive (4.0)] kabarin penasaran [Negative (3.0)] liat [Negative (1.0)] komuk si jago [Positive (3.0)] gimana pas [Positive (3.0)] ketangkep'],3.0,Positive,netizen udah info tangkap mohon ya kabarin penasaran liat komuk si jago gimana pas ketangkep
tolong [Negative (2.0)] bully [Negative (6.0)] bully [Negative (6.0)] gin kasi [Negative (3.0)] hukum [Negative (4.0)] berat biar [Negative (3.0)] tular [Negative (5.0)], tolong bully bully gin kasi hukum berat biar tular,['tolong [Negative (2.0)] bully [Negative (6.0)] bully [Negative (6.0)] gin kasi [Negative (3.0)] hukum [Negative (4.0)] berat biar [Negative (3.0)] tular [Negative (5.0)]'],-5.0,Negative,tolong bully bully gin kasi hukum berat biar tular
ni bocah percaya [Positive (2.0)] diri [Positive (4)] sih aja [Positive (1.0)] berita [Negative (2.0)] udah kasi [Negative (3.0)] micin aja [Positive (1.0)] generasi [Negative (3.0)] micin gin deh, ni bocah percaya diri sih aja berita udah kasi micin aja generasi micin gin deh,['ni bocah percaya [Positive (2.0)] diri [Positive (4)] sih aja [Positive (1.0)] berita [Negative (2.0)] udah kasi [Negative (3.0)] micin aja [Positive (1.0)] generasi [Negative (3.0)] micin gin deh'],-3.0,Negative,ni bocah percaya diri sih aja berita udah kasi micin aja generasi micin gin deh
semenjak hamil [Negative (5.0)] sensitif [Positive (1.0)] manusia [Positive (4.0)] liat [Negative (1.0)] anak [Negative (4.0)] anak [Negative (4.0)] hamil [Negative (6.0)] susah [Negative (4.0)] payah coba [Negative (1.0)] kasih [Negative (1.0)] baik [Negative (1.0)] kasih [Negative (1.0)] sayang [Negative (4.0)] anak [Negative (4.0)] kantung rahim [Positive (2.0)] janin bayi [Negative (3.0)] anak [Negative (4.0)] tumbuh manusia [Positive (3.0)] dewasa [Positive (2.0)] bayang [Positive (2.0)] ngga sih sekesel benci [Negative (5.0)] anak [Negative (4.0)] udah rawat [Negative (3.0)] janin main [Negative (2.0)] laku orang tendang [Negative (3.0)] kayak [Negative (4.0)] gitu orangtua korban [Negative (4.0)] aselii laku ngga biarin [Negative (3.0)] hidup [Positive (2.0)] tenang [Negative (1.0)] dunia [Negative (2.0)] akhirat naudzubillahiminzalik, semenjak hamil sensitif manusia liat anak anak hamil susah payah coba kasih baik kasih sayang anak kantung rahim janin bayi anak tumbuh manusia dewasa bayang ngga sih sekesel benci anak udah rawat janin main laku orang tendang kayak gitu orangtua korban aselii laku ngga biarin hidup tenang dunia akhirat naudzubillahiminzalik,['semenjak hamil [Negative (5.0)] sensitif [Positive (1.0)] manusia [Positive (4.0)] liat [Negative (1.0)] anak [Negative (4.0)] anak [Negative (4.0)] hamil [Negative (6.0)] susah [Negative (4.0)] payah coba [Negative (1.0)] kasih [Negative (1.0)] baik [Negative (1.0)] kasih [Negative (1.0)] sayang [Negative (4.0)] anak [Negative (4.0)] kantung rahim [Positive (2.0)] janin bayi [Negative (3.0)] anak [Negative (4.0)] tumbuh manusia [Positive (3.0)] dewasa [Positive (2.0)] bayang [Positive (2.0)] ngga sih sekesel benci [Negative (5.0)] anak [Negative (4.0)] udah rawat [Negative (3.0)] janin main [Negative (2.0)] laku orang tendang [Negative (3.0)] kayak [Negative (4.0)] gitu orangtua korban [Negative (4.0)] aselii laku ngga biarin [Negative (3.0)] hidup [Positive (2.0)] tenang [Negative (1.0)] dunia [Negative (2.0)] akhirat naudzubillahiminzalik'],0.0,Neutral,semenjak hamil sensitif manusia liat anak anak hamil susah payah coba kasih baik kasih sayang anak kantung rahim janin bayi anak tumbuh manusia dewasa bayang ngga sih sekesel benci anak udah rawat janin main laku orang tendang kayak gitu orangtua korban aselii laku ngga biarin hidup tenang dunia akhirat naudzubillahiminzalik
sikap [Positive (2.0)] kaya [Negative (2.0)] gitu sih selesai [Negative (4.0)] nya keras tindak rundung [Negative (4.0)] sampe bawa [Negative (3.0)] teman biar [Negative (3.0)] rundung [Negative (5.0)] korban [Negative (5.0)] video, sikap kaya gitu sih selesai nya keras tindak rundung sampe bawa teman biar rundung korban video,['sikap [Positive (2.0)] kaya [Negative (2.0)] gitu sih selesai [Negative (4.0)] nya keras tindak rundung [Negative (4.0)] sampe bawa [Negative (3.0)] teman biar [Negative (3.0)] rundung [Negative (5.0)] korban [Negative (5.0)] video'],-5.0,Negative,sikap kaya gitu sih selesai nya keras tindak rundung sampe bawa teman biar rundung korban video
sampe anak [Negative (3.0)] diginiin [Negative (4.0)] udah ajak [Positive (1.0)] gelutt bocil ortunya didik [Negative (3.0)] anak [Negative (4.0)] sampe morall ginii sekolah [Positive (3.0)] blacklist bocilnya masukin penjara [Negative (4.0)] biar [Negative (4.0)] tau [Negative (5.0)] didik [Negative (4.0)] tuhh dalem [Negative (2.0)] suruh [Negative (2.0)] ngasi ajar [Negative (3.0)] setimpall, sampe anak diginiin udah ajak gelutt bocil ortunya didik anak sampe morall ginii sekolah blacklist bocilnya masukin penjara biar tau didik tuhh dalem suruh ngasi ajar setimpall,['sampe anak [Negative (3.0)] diginiin [Negative (4.0)] udah ajak [Positive (1.0)] gelutt bocil ortunya didik [Negative (3.0)] anak [Negative (4.0)] sampe morall ginii sekolah [Positive (3.0)] blacklist bocilnya masukin penjara [Negative (4.0)] biar [Negative (4.0)] tau [Negative (5.0)] didik [Negative (4.0)] tuhh dalem [Negative (2.0)] suruh [Negative (2.0)] ngasi ajar [Negative (3.0)] setimpall'],0.0,Neutral,sampe anak diginiin udah ajak gelutt bocil ortunya didik anak sampe morall ginii sekolah blacklist bocilnya masukin penjara biar tau didik tuhh dalem suruh ngasi ajar setimpall
mao tau [Negative (4.0)] nama sekolah [Positive (3.0)], mao tau nama sekolah,['mao tau [Negative (4.0)] nama sekolah [Positive (3.0)]'],-4.0,Negative,mao tau nama sekolah
ketangkep nang [Negative (5.0)], ketangkep nang,['ketangkep nang [Negative (5.0)]'],-5.0,Negative,ketangkep nang
miris [Negative (4.0)] ya [Positive (4.0)] allah [Positive (6.0)] salah [Negative (4.0)] bulian korban [Negative (4.0)] saksi [Positive (1.0)] lapor [Positive (2.0)] mari [Negative (1.0)] suara [Negative (1.0)] mmg korban [Negative (4.0)] saksi [Positive (1.0)] bulian tinggal [Negative (3.0)] diam [Negative (4.0)] dampak [Negative (4.0)] negatif bulian sederhana [Negative (5.0)] dampak [Negative (4.0)] negatif stop [Negative (3.0)] bullying, miris ya allah salah bulian korban saksi lapor mari suara mmg korban saksi bulian tinggal diam dampak negatif bulian sederhana dampak negatif stop bullying,['miris [Negative (4.0)] ya [Positive (4.0)] allah [Positive (6.0)] salah [Negative (4.0)] bulian korban [Negative (4.0)] saksi [Positive (1.0)] lapor [Positive (2.0)] mari [Negative (1.0)] suara [Negative (1.0)] mmg korban [Negative (4.0)] saksi [Positive (1.0)] bulian tinggal [Negative (3.0)] diam [Negative (4.0)] dampak [Negative (4.0)] negatif bulian sederhana [Negative (5.0)] dampak [Negative (4.0)] negatif stop [Negative (3.0)] bullying'],-3.0,Negative,miris ya allah salah bulian korban saksi lapor mari suara mmg korban saksi bulian tinggal diam dampak negatif bulian sederhana dampak negatif stop bullying
biar [Negative (3.0)] lepas [Negative (2.0)] jerat hukum [Negative (3.0)] hrus tindak brandalan nya bahaya [Negative (5.0)] nyawa orang bentur [Positive (1.0)] usia kanak bikin atas [Negative (4.0)] anginmere, biar lepas jerat hukum hrus tindak brandalan nya bahaya nyawa orang bentur usia kanak bikin atas anginmere,['biar [Negative (3.0)] lepas [Negative (2.0)] jerat hukum [Negative (3.0)] hrus tindak brandalan nya bahaya [Negative (5.0)] nyawa orang bentur [Positive (1.0)] usia kanak bikin atas [Negative (4.0)] anginmere'],-4.0,Negative,biar lepas jerat hukum hrus tindak brandalan nya bahaya nyawa orang bentur usia kanak bikin atas anginmere
ya [Positive (4.0)] atur [Negative (4.0)] anak [Negative (4.0)] lawan [Negative (5.0)] hukum [Negative (5.0)] banget [Positive (1.0)] liat [Negative (2.0)] vidio jahat [Negative (4.0)] seprti anak [Negative (3.0)] orang miris [Negative (4.0)], ya atur anak lawan hukum banget liat vidio jahat seprti anak orang miris,['ya [Positive (4.0)] atur [Negative (4.0)] anak [Negative (4.0)] lawan [Negative (5.0)] hukum [Negative (5.0)] banget [Positive (1.0)] liat [Negative (2.0)] vidio jahat [Negative (4.0)] seprti anak [Negative (3.0)] orang miris [Negative (4.0)]'],-4.0,Negative,ya atur anak lawan hukum banget liat vidio jahat seprti anak orang miris
udah muka laku nya wkwk tinggal [Negative (3.0)] korban [Negative (5.0)] nya aja [Positive (1.0)] bawa [Negative (3.0)] jalur [Negative (5.0)] hukum [Negative (4.0)] keluarga [Negative (4.0)] we sih mending [Negative (3.0)] hukum [Negative (5.0)] biar [Negative (4.0)] kapok [Negative (4.0)], udah muka laku nya wkwk tinggal korban nya aja bawa jalur hukum keluarga we sih mending hukum biar kapok,['udah muka laku nya wkwk tinggal [Negative (3.0)] korban [Negative (5.0)] nya aja [Positive (1.0)] bawa [Negative (3.0)] jalur [Negative (5.0)] hukum [Negative (4.0)] keluarga [Negative (4.0)] we sih mending [Negative (3.0)] hukum [Negative (5.0)] biar [Negative (4.0)] kapok [Negative (4.0)]'],-4.0,Negative,udah muka laku nya wkwk tinggal korban nya aja bawa jalur hukum keluarga we sih mending hukum biar kapok
capek [Negative (4.0)] dengar [Positive (2.0)] berita [Negative (2.0)] bullying kaya [Negative (2.0)] gin untung [Negative (1.0)] sih membully orang sok jago [Negative (4.0)] banget [Positive (1.0)], capek dengar berita bullying kaya gin untung sih membully orang sok jago banget,['capek [Negative (4.0)] dengar [Positive (2.0)] berita [Negative (2.0)] bullying kaya [Negative (2.0)] gin untung [Negative (1.0)] sih membully orang sok jago [Negative (4.0)] banget [Positive (1.0)]'],-4.0,Negative,capek dengar berita bullying kaya gin untung sih membully orang sok jago banget
jawa bart, jawa bart,['jawa bart'],0.0,Neutral,jawa bart
video ny sp yak korban [Negative (4.0)] diam [Negative (4.0)] memvidio lawan [Negative (4.0)] ny, video ny sp yak korban diam memvidio lawan ny,['video ny sp yak korban [Negative (4.0)] diam [Negative (4.0)] memvidio lawan [Negative (4.0)] ny'],-4.0,Negative,video ny sp yak korban diam memvidio lawan ny
tolong [Negative (2.0)] bully [Negative (6.0)] bully [Negative (6.0)] gin kasi [Negative (3.0)] hukum [Negative (4.0)] berat biar [Negative (3.0)] tular [Negative (5.0)], tolong bully bully gin kasi hukum berat biar tular,['tolong [Negative (2.0)] bully [Negative (6.0)] bully [Negative (6.0)] gin kasi [Negative (3.0)] hukum [Negative (4.0)] berat biar [Negative (3.0)] tular [Negative (5.0)]'],-5.0,Negative,tolong bully bully gin kasi hukum berat biar tular
netizen udah info [Negative (3.0)] tangkap [Negative (4.0)] mohon [Negative (2.0)] ya [Positive (4.0)] kabarin penasaran [Negative (3.0)] liat [Negative (1.0)] komuk si jago [Positive (3.0)] gimana pas [Positive (3.0)] ketangkep, netizen udah info tangkap mohon ya kabarin penasaran liat komuk si jago gimana pas ketangkep,['netizen udah info [Negative (3.0)] tangkap [Negative (4.0)] mohon [Negative (2.0)] ya [Positive (4.0)] kabarin penasaran [Negative (3.0)] liat [Negative (1.0)] komuk si jago [Positive (3.0)] gimana pas [Positive (3.0)] ketangkep'],3.0,Positive,netizen udah info tangkap mohon ya kabarin penasaran liat komuk si jago gimana pas ketangkep
ni bocah percaya [Positive (2.0)] diri [Positive (4)] sih aja [Positive (1.0)] berita [Negative (2.0)] udah kasi [Negative (3.0)] micin aja [Positive (1.0)] generasi [Negative (3.0)] micin gin deh, ni bocah percaya diri sih aja berita udah kasi micin aja generasi micin gin deh,['ni bocah percaya [Positive (2.0)] diri [Positive (4)] sih aja [Positive (1.0)] berita [Negative (2.0)] udah kasi [Negative (3.0)] micin aja [Positive (1.0)] generasi [Negative (3.0)] micin gin deh'],-3.0,Negative,ni bocah percaya diri sih aja berita udah kasi micin aja generasi micin gin deh
si jago [Positive (3.0)] udah miskin [Negative (5.0)] tau [Negative (5.0)] kasiankan orang tua [Negative (4.0)], si jago udah miskin tau kasiankan orang tua,['si jago [Positive (3.0)] udah miskin [Negative (5.0)] tau [Negative (5.0)] kasiankan orang tua [Negative (4.0)]'],-4.0,Negative,si jago udah miskin tau kasiankan orang tua
mulia si segitunya [Negative (3.0)] kayak [Negative (4.0)] orangtua deh digituin [Negative (2.0)], mulia si segitunya kayak orangtua deh digituin,['mulia si segitunya [Negative (3.0)] kayak [Negative (4.0)] orangtua deh digituin [Negative (2.0)]'],-2.0,Negative,mulia si segitunya kayak orangtua deh digituin
selesai [Negative (4.0)] keluarga [Negative (4.0)] keluarga [Negative (4.0)], selesai keluarga keluarga,['selesai [Negative (4.0)] keluarga [Negative (4.0)] keluarga [Negative (4.0)]'],-4.0,Negative,selesai keluarga keluarga
lapor [Positive (2.0)] cabut [Negative (5.0)], lapor cabut,['lapor [Positive (2.0)] cabut [Negative (5.0)]'],-5.0,Negative,lapor cabut
lindung [Positive (4.0)] bawah uu lindung [Positive (4.0)] anak [Negative (3.0)] kategori bawah umur [Negative (2.0)], lindung bawah uu lindung anak kategori bawah umur,['lindung [Positive (4.0)] bawah uu lindung [Positive (4.0)] anak [Negative (3.0)] kategori bawah umur [Negative (2.0)]'],4.0,Positive,lindung bawah uu lindung anak kategori bawah umur
kayak [Negative (3.0)] stop [Negative (4.0)] buka [Negative (4.0)] sosmed aja [Positive (2.0)] kali yak gilaa aura negatif berita [Negative (2.0)], kayak stop buka sosmed aja kali yak gilaa aura negatif berita,['kayak [Negative (3.0)] stop [Negative (4.0)] buka [Negative (4.0)] sosmed aja [Positive (2.0)] kali yak gilaa aura negatif berita [Negative (2.0)]'],0.0,Neutral,kayak stop buka sosmed aja kali yak gilaa aura negatif berita
bocah sih heran [Negative (4.0)] banget [Positive (1.0)] kemarin baca [Negative (1.0)] orang bocah usia th bakar [Negative (3.0)] bunuh [Negative (6.0)] odgj pas [Positive (3.0)] motif mrk bilang odgj tuh digituin [Negative (2.0)] heran [Negative (4.0)] gmn ortunya didik [Negative (3.0)] rumah [Positive (3.0)] official, bocah sih heran banget kemarin baca orang bocah usia th bakar bunuh odgj pas motif mrk bilang odgj tuh digituin heran gmn ortunya didik rumah official,['bocah sih heran [Negative (4.0)] banget [Positive (1.0)] kemarin baca [Negative (1.0)] orang bocah usia th bakar [Negative (3.0)] bunuh [Negative (6.0)] odgj pas [Positive (3.0)] motif mrk bilang odgj tuh digituin [Negative (2.0)] heran [Negative (4.0)] gmn ortunya didik [Negative (3.0)] rumah [Positive (3.0)] official'],0.0,Neutral,bocah sih heran banget kemarin baca orang bocah usia th bakar bunuh odgj pas motif mrk bilang odgj tuh digituin heran gmn ortunya didik rumah official
udah ketangkep admin daerah nendang anak [Negative (3.0)] sekolah [Positive (3.0)] pemuda [Negative (1.0)] umur [Negative (2.0)] proses [Positive (1.0)] hukum [Negative (3.0)], udah ketangkep admin daerah nendang anak sekolah pemuda umur proses hukum,['udah ketangkep admin daerah nendang anak [Negative (3.0)] sekolah [Positive (3.0)] pemuda [Negative (1.0)] umur [Negative (2.0)] proses [Positive (1.0)] hukum [Negative (3.0)]'],-3.0,Negative,udah ketangkep admin daerah nendang anak sekolah pemuda umur proses hukum
malu [Negative (4.0)] tuh sukses [Positive (3.0)] tendang [Negative (3.0)], malu tuh sukses tendang,['malu [Negative (4.0)] tuh sukses [Positive (3.0)] tendang [Negative (3.0)]'],0.0,Neutral,malu tuh sukses tendang
kaya [Negative (2.0)] sekolah [Positive (3.0)] ditegesin deh didik [Negative (3.0)] anak [Negative (4.0)] anak [Negative (4.0)] sesuai [Positive (3.0)] zaman hidup [Positive (2.0)] zaman stop [Negative (3.0)] bullying senioritas apa [Negative (3.0)] nama, kaya sekolah ditegesin deh didik anak anak sesuai zaman hidup zaman stop bullying senioritas apa nama,['kaya [Negative (2.0)] sekolah [Positive (3.0)] ditegesin deh didik [Negative (3.0)] anak [Negative (4.0)] anak [Negative (4.0)] sesuai [Positive (3.0)] zaman hidup [Positive (2.0)] zaman stop [Negative (3.0)] bullying senioritas apa [Negative (3.0)] nama'],-3.0,Negative,kaya sekolah ditegesin deh didik anak anak sesuai zaman hidup zaman stop bullying senioritas apa nama
anak [Negative (3.0)] ajarin bela, anak ajarin bela,['anak [Negative (3.0)] ajarin bela'],-3.0,Negative,anak ajarin bela
