classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
no excuse for bullying, no excuse for bullying,['no excuse for bullying'],0.0,Neutral,no excuse for bullying
aduh [Negative (3.0)] kejam [Negative (6.0)] banget [Positive (1.0)] sampe bakar [Negative (3.0)], aduh kejam banget sampe bakar,['aduh [Negative (3.0)] kejam [Negative (6.0)] banget [Positive (1.0)] sampe bakar [Negative (3.0)]'],-3.0,Negative,aduh kejam banget sampe bakar
usuut sereet meja hijau [Negative (1)], usuut sereet meja hijau,['usuut sereet meja hijau [Negative (1)]'],0.0,Neutral,usuut sereet meja hijau
sekolah [Positive (3.0)] mahal [Positive (1.0)] elit ad oknum pembully hadeh [Negative (4.0)], sekolah mahal elit ad oknum pembully hadeh,['sekolah [Positive (3.0)] mahal [Positive (1.0)] elit ad oknum pembully hadeh [Negative (4.0)]'],-4.0,Negative,sekolah mahal elit ad oknum pembully hadeh
piye [Negative (3.0)] dunia [Negative (2.0)] didik [Negative (4.0)] kaya [Negative (2.0)] turun [Negative (4.0)] gunung atuh [Negative (1.0)], piye dunia didik kaya turun gunung atuh,['piye [Negative (3.0)] dunia [Negative (2.0)] didik [Negative (4.0)] kaya [Negative (2.0)] turun [Negative (4.0)] gunung atuh [Negative (1.0)]'],0.0,Neutral,piye dunia didik kaya turun gunung atuh
usut bui, usut bui,['usut bui'],0.0,Neutral,usut bui
sekolah [Positive (3.0)] mahal [Positive (1.0)] jamin [Negative (5.0)] karakter kriminal sekolah [Positive (3.0)] mana aja [Positive (1.0)] ttp aja [Positive (1.0)] kriminal, sekolah mahal jamin karakter kriminal sekolah mana aja ttp aja kriminal,['sekolah [Positive (3.0)] mahal [Positive (1.0)] jamin [Negative (5.0)] karakter kriminal sekolah [Positive (3.0)] mana aja [Positive (1.0)] ttp aja [Positive (1.0)] kriminal'],-5.0,Negative,sekolah mahal jamin karakter kriminal sekolah mana aja ttp aja kriminal
luka [Negative (5.0)] bakar [Negative (4.0)] astagaa bullynya diapain [Negative (3.0)] aja [Positive (1.0)] ya [Positive (5.0)], luka bakar astagaa bullynya diapain aja ya,['luka [Negative (5.0)] bakar [Negative (4.0)] astagaa bullynya diapain [Negative (3.0)] aja [Positive (1.0)] ya [Positive (5.0)]'],5.0,Positive,luka bakar astagaa bullynya diapain aja ya
usut tuntas [Positive (2.0)] damai, usut tuntas damai,['usut tuntas [Positive (2.0)] damai'],2.0,Positive,usut tuntas damai
mana tindak rundung [Negative (4.0)] orang tua [Negative (4.0)] didik [Negative (4.0)] anak [Negative (4.0)] hadap lawan [Negative (4.0)] rundung [Negative (5.0)] verbal [Positive (1.0)] balas [Negative (3.0)] verbal [Positive (1.0)] fisik balas [Negative (3.0)] fisik selesai [Negative (4.0)], mana tindak rundung orang tua didik anak hadap lawan rundung verbal balas verbal fisik balas fisik selesai,['mana tindak rundung [Negative (4.0)] orang tua [Negative (4.0)] didik [Negative (4.0)] anak [Negative (4.0)] hadap lawan [Negative (4.0)] rundung [Negative (5.0)] verbal [Positive (1.0)] balas [Negative (3.0)] verbal [Positive (1.0)] fisik balas [Negative (3.0)] fisik selesai [Negative (4.0)]'],-4.0,Negative,mana tindak rundung orang tua didik anak hadap lawan rundung verbal balas verbal fisik balas fisik selesai
astaghfirullah [Negative (3.0)] miris [Negative (6.0)] banget [Positive (1.0)] sekolah [Positive (5.0)] kelas [Negative (3.0)] bus jamin [Negative (5.0)] rundung [Negative (5.0)] kelompok [Negative (6.0)] anak [Negative (4.0)], astaghfirullah miris banget sekolah kelas bus jamin rundung kelompok anak,['astaghfirullah [Negative (3.0)] miris [Negative (6.0)] banget [Positive (1.0)] sekolah [Positive (5.0)] kelas [Negative (3.0)] bus jamin [Negative (5.0)] rundung [Negative (5.0)] kelompok [Negative (6.0)] anak [Negative (4.0)]'],5.0,Positive,astaghfirullah miris banget sekolah kelas bus jamin rundung kelompok anak
do laku amit [Negative (4.0)] amit [Negative (5.0)] astagifirullah lindung [Positive (4.0)] anak [Negative (3.0)] ya [Positive (4.0)] allah [Positive (6.0)] orang tua [Negative (4.0)] korban [Negative (5.0)] luka [Negative (6.0)] bakar [Negative (4.0)] dibls luka [Negative (5.0)] bakar [Negative (4.0)] memar balas [Negative (3.0)] memar, do laku amit amit astagifirullah lindung anak ya allah orang tua korban luka bakar dibls luka bakar memar balas memar,['do laku amit [Negative (4.0)] amit [Negative (5.0)] astagifirullah lindung [Positive (4.0)] anak [Negative (3.0)] ya [Positive (4.0)] allah [Positive (6.0)] orang tua [Negative (4.0)] korban [Negative (5.0)] luka [Negative (6.0)] bakar [Negative (4.0)] dibls luka [Negative (5.0)] bakar [Negative (4.0)] memar balas [Negative (3.0)] memar'],5.0,Positive,do laku amit amit astagifirullah lindung anak ya allah orang tua korban luka bakar dibls luka bakar memar balas memar
sombong [Negative (3.0)] hebat orang dbeli harta harta ortunya adil [Negative (3.0)] adil [Negative (4.0)] adil [Negative (4.0)] tuman, sombong hebat orang dbeli harta harta ortunya adil adil adil tuman,['sombong [Negative (3.0)] hebat orang dbeli harta harta ortunya adil [Negative (3.0)] adil [Negative (4.0)] adil [Negative (4.0)] tuman'],-4.0,Negative,sombong hebat orang dbeli harta harta ortunya adil adil adil tuman
sekolah [Positive (3.0)] rugi [Negative (5.0)] keluar [Negative (4.0)] laku sih, sekolah rugi keluar laku sih,['sekolah [Positive (3.0)] rugi [Negative (5.0)] keluar [Negative (4.0)] laku sih'],-4.0,Negative,sekolah rugi keluar laku sih
kira [Negative (2.0)] kelas [Negative (4.0)] sekolah [Positive (3.0)] elite [Positive (6.0)] rundung [Negative (4.0)], kira kelas sekolah elite rundung,['kira [Negative (2.0)] kelas [Negative (4.0)] sekolah [Positive (3.0)] elite [Positive (6.0)] rundung [Negative (4.0)]'],5.0,Positive,kira kelas sekolah elite rundung
sekolah [Positive (3.0)] internasional bullying marlia, sekolah internasional bullying marlia,['sekolah [Positive (3.0)] internasional bullying marlia'],3.0,Positive,sekolah internasional bullying marlia
jadi [Negative (2.0)] seko [Negative (4.0)] ulang ulang hukum [Negative (3.0)] tegak sekolah [Positive (3.0)] sangsi [Negative (5.0)] tegur [Negative (4.0)], jadi seko ulang ulang hukum tegak sekolah sangsi tegur,['jadi [Negative (2.0)] seko [Negative (4.0)] ulang ulang hukum [Negative (3.0)] tegak sekolah [Positive (3.0)] sangsi [Negative (5.0)] tegur [Negative (4.0)]'],-4.0,Negative,jadi seko ulang ulang hukum tegak sekolah sangsi tegur
penjara [Negative (4.0)] biar [Negative (4.0)] jera [Negative (4.0)], penjara biar jera,['penjara [Negative (4.0)] biar [Negative (4.0)] jera [Negative (4.0)]'],-4.0,Negative,penjara biar jera
beda [Negative (2.0)] sekolah [Positive (3.0)] suka [Negative (1.0)] tawur bokbrok, beda sekolah suka tawur bokbrok,['beda [Negative (2.0)] sekolah [Positive (3.0)] suka [Negative (1.0)] tawur bokbrok'],3.0,Positive,beda sekolah suka tawur bokbrok
damai, damai,['damai'],0.0,Neutral,damai
sekolah [Positive (3.0)] kelas [Negative (3.0)] sekolah [Positive (3.0)] kelas [Negative (3.0)] rendah [Negative (6.0)], sekolah kelas sekolah kelas rendah,['sekolah [Positive (3.0)] kelas [Negative (3.0)] sekolah [Positive (3.0)] kelas [Negative (3.0)] rendah [Negative (6.0)]'],-5.0,Negative,sekolah kelas sekolah kelas rendah
sekolah [Positive (3.0)] mahal [Positive (1.0)] jamin [Negative (5.0)] aman, sekolah mahal jamin aman,['sekolah [Positive (3.0)] mahal [Positive (1.0)] jamin [Negative (5.0)] aman'],-5.0,Negative,sekolah mahal jamin aman
denda [Positive (3.0)] juta [Positive (2.0)] laku kurung [Negative (3.0)] orgtua anak [Negative (3.0)] nya jera [Negative (3.0)] aniaya [Negative (5.0)] dompet bolong [Negative (3.0)] urung [Negative (6.0)] bikin onar [Negative (5.0)], denda juta laku kurung orgtua anak nya jera aniaya dompet bolong urung bikin onar,['denda [Positive (3.0)] juta [Positive (2.0)] laku kurung [Negative (3.0)] orgtua anak [Negative (3.0)] nya jera [Negative (3.0)] aniaya [Negative (5.0)] dompet bolong [Negative (3.0)] urung [Negative (6.0)] bikin onar [Negative (5.0)]'],-5.0,Negative,denda juta laku kurung orgtua anak nya jera aniaya dompet bolong urung bikin onar
berita [Negative (2.0)] rem [Negative (6.0)] kayak [Negative (4.0)] anak [Negative (4.0)] udah bawah liat [Negative (1.0)] berita [Negative (2.0)] anak [Negative (4.0)] tahun pikir [Negative (2.0)] kriminal parenting model [Positive (3.0)] mesti ajar [Negative (3.0)], berita rem kayak anak udah bawah liat berita anak tahun pikir kriminal parenting model mesti ajar,['berita [Negative (2.0)] rem [Negative (6.0)] kayak [Negative (4.0)] anak [Negative (4.0)] udah bawah liat [Negative (1.0)] berita [Negative (2.0)] anak [Negative (4.0)] tahun pikir [Negative (2.0)] kriminal parenting model [Positive (3.0)] mesti ajar [Negative (3.0)]'],0.0,Neutral,berita rem kayak anak udah bawah liat berita anak tahun pikir kriminal parenting model mesti ajar
emang diapain [Negative (3.0)] sih dibully [Negative (5.0)] smp luka [Negative (5.0)] bakar [Negative (4.0)] share link berita [Negative (2.0)] lengkap [Negative (4.0)] tolong [Negative (2.0)] bantu [Negative (5.0)] tindak bullying kalang ajar [Negative (3.0)] gen smg didik [Negative (3.0)] indonesia attitudenya puji [Positive (4.0)] inget bangsa kt kenal [Negative (2.0)] sifat sopan santun [Negative (2.0)] puji [Positive (4.0)] smg sifat melekatblgi bangsa kt mohon [Negative (2.0)] bantu [Negative (5.0)] didik [Negative (4.0)] guru [Positive (3.0)] pny hak didik [Negative (3.0)] anak [Negative (4.0)] pny perilaku [Positive (2.0)] sopan, emang diapain sih dibully smp luka bakar share link berita lengkap tolong bantu tindak bullying kalang ajar gen smg didik indonesia attitudenya puji inget bangsa kt kenal sifat sopan santun puji smg sifat melekatblgi bangsa kt mohon bantu didik guru pny hak didik anak pny perilaku sopan,['emang diapain [Negative (3.0)] sih dibully [Negative (5.0)] smp luka [Negative (5.0)] bakar [Negative (4.0)] share link berita [Negative (2.0)] lengkap [Negative (4.0)] tolong [Negative (2.0)] bantu [Negative (5.0)] tindak bullying kalang ajar [Negative (3.0)] gen smg didik [Negative (3.0)] indonesia attitudenya puji [Positive (4.0)] inget bangsa kt kenal [Negative (2.0)] sifat sopan santun [Negative (2.0)] puji [Positive (4.0)] smg sifat melekatblgi bangsa kt mohon [Negative (2.0)] bantu [Negative (5.0)] didik [Negative (4.0)] guru [Positive (3.0)] pny hak didik [Negative (3.0)] anak [Negative (4.0)] pny perilaku [Positive (2.0)] sopan'],-4.0,Negative,emang diapain sih dibully smp luka bakar share link berita lengkap tolong bantu tindak bullying kalang ajar gen smg didik indonesia attitudenya puji inget bangsa kt kenal sifat sopan santun puji smg sifat melekatblgi bangsa kt mohon bantu didik guru pny hak didik anak pny perilaku sopan
peran komdis orientasi [Positive (3.0)] siswa [Positive (4.0)] aka mpls tiada [Negative (5.0)] bullying bullying solusi [Positive (3.0)] bullying sekolah [Positive (3.0)] kembali peran komdis mpls tupoksi ketat [Negative (3.0)] sarat perpoloncoan kerja [Positive (2.0)] komdis awas [Negative (3.0)] guru [Positive (3.0)] mpk alumni tensi [Negative (4.0)] nilai [Positive (5.0)] esensi budaya harga [Positive (3.0)] solidaritas profesionalitas kawan budaya mw bullying sebab [Negative (2.0)] hilangmya harga [Positive (3.0)] unsur teladan [Negative (3.0)] kakak kelas [Negative (3.0)] opini mos sarat simpang [Negative (4.0)] jarang bullying sampe parah [Negative (5.0)], peran komdis orientasi siswa aka mpls tiada bullying bullying solusi bullying sekolah kembali peran komdis mpls tupoksi ketat sarat perpoloncoan kerja komdis awas guru mpk alumni tensi nilai esensi budaya harga solidaritas profesionalitas kawan budaya mw bullying sebab hilangmya harga unsur teladan kakak kelas opini mos sarat simpang jarang bullying sampe parah,['peran komdis orientasi [Positive (3.0)] siswa [Positive (4.0)] aka mpls tiada [Negative (5.0)] bullying bullying solusi [Positive (3.0)] bullying sekolah [Positive (3.0)] kembali peran komdis mpls tupoksi ketat [Negative (3.0)] sarat perpoloncoan kerja [Positive (2.0)] komdis awas [Negative (3.0)] guru [Positive (3.0)] mpk alumni tensi [Negative (4.0)] nilai [Positive (5.0)] esensi budaya harga [Positive (3.0)] solidaritas profesionalitas kawan budaya mw bullying sebab [Negative (2.0)] hilangmya harga [Positive (3.0)] unsur teladan [Negative (3.0)] kakak kelas [Negative (3.0)] opini mos sarat simpang [Negative (4.0)] jarang bullying sampe parah [Negative (5.0)]'],-5.0,Negative,peran komdis orientasi siswa aka mpls tiada bullying bullying solusi bullying sekolah kembali peran komdis mpls tupoksi ketat sarat perpoloncoan kerja komdis awas guru mpk alumni tensi nilai esensi budaya harga solidaritas profesionalitas kawan budaya mw bullying sebab hilangmya harga unsur teladan kakak kelas opini mos sarat simpang jarang bullying sampe parah
hukum [Negative (3.0)] penjara [Negative (5.0)] deh laku efek [Positive (3.0)] jera [Negative (3.0)] ditampilin muka laku publik, hukum penjara deh laku efek jera ditampilin muka laku publik,['hukum [Negative (3.0)] penjara [Negative (5.0)] deh laku efek [Positive (3.0)] jera [Negative (3.0)] ditampilin muka laku publik'],0.0,Neutral,hukum penjara deh laku efek jera ditampilin muka laku publik
masuk [Negative (3.0)] pasal [Negative (5.0)] aniaya [Negative (5.0)] rencana [Negative (5.0)] minimal [Negative (4.0)] do sekolah [Positive (3.0)] biar [Negative (3.0)] ngerasa [Negative (2.0)] masuk [Negative (4.0)] black list sekolah [Positive (3.0)], masuk pasal aniaya rencana minimal do sekolah biar ngerasa masuk black list sekolah,['masuk [Negative (3.0)] pasal [Negative (5.0)] aniaya [Negative (5.0)] rencana [Negative (5.0)] minimal [Negative (4.0)] do sekolah [Positive (3.0)] biar [Negative (3.0)] ngerasa [Negative (2.0)] masuk [Negative (4.0)] black list sekolah [Positive (3.0)]'],-4.0,Negative,masuk pasal aniaya rencana minimal do sekolah biar ngerasa masuk black list sekolah
ngasih [Negative (2.0)] uang halal keluarga [Negative (3.0)], ngasih uang halal keluarga,['ngasih [Negative (2.0)] uang halal keluarga [Negative (3.0)]'],-3.0,Negative,ngasih uang halal keluarga
polisi kerja [Positive (2.0)] yuuk [Positive (5.0)] tindak bus nihh [Negative (3.0)] keluarin doang [Negative (1.0)], polisi kerja yuuk tindak bus nihh keluarin doang,['polisi kerja [Positive (2.0)] yuuk [Positive (5.0)] tindak bus nihh [Negative (3.0)] keluarin doang [Negative (1.0)]'],5.0,Positive,polisi kerja yuuk tindak bus nihh keluarin doang
penjrkan sja, penjrkan sja,['penjrkan sja'],0.0,Neutral,penjrkan sja
bayang [Positive (2.0)] mental nya korban [Negative (4.0)] gimana adek [Negative (1.0)] nya kls sd jadi [Negative (2.0)] ancam [Negative (5.0)] perkosa sakit [Negative (5.0)] pukul [Negative (5.0)], bayang mental nya korban gimana adek nya kls sd jadi ancam perkosa sakit pukul,['bayang [Positive (2.0)] mental nya korban [Negative (4.0)] gimana adek [Negative (1.0)] nya kls sd jadi [Negative (2.0)] ancam [Negative (5.0)] perkosa sakit [Negative (5.0)] pukul [Negative (5.0)]'],-5.0,Negative,bayang mental nya korban gimana adek nya kls sd jadi ancam perkosa sakit pukul
omg, omg,['omg'],0.0,Neutral,omg
bakar [Negative (3.0)], bakar,['bakar [Negative (3.0)]'],-3.0,Negative,bakar
jujur [Negative (1.0)] aja [Positive (1.0)] ya [Positive (5.0)] susah [Negative (3.0)] hukum [Negative (4.0)] laku pembully bener [Negative (1.0)] anak [Negative (4.0)] usaha [Negative (5.0)] anak [Negative (4.0)] jabat [Negative (4.0)] jujur [Negative (1.0)] aja [Positive (1.0)] ragu [Negative (3.0)] hukum [Negative (4.0)] ya [Positive (4.0)] moga [Positive (1.0)] aja [Positive (1.0)] udah adil [Negative (3.0)] si korban [Negative (4.0)] tangkap [Negative (4.0)] berita [Negative (2.0)] udah hilang [Negative (4.0)] langsung [Positive (3.0)] bebas [Negative (4.0)] kaya [Negative (2.0)] apa [Negative (4.0)], jujur aja ya susah hukum laku pembully bener anak usaha anak jabat jujur aja ragu hukum ya moga aja udah adil si korban tangkap berita udah hilang langsung bebas kaya apa,['jujur [Negative (1.0)] aja [Positive (1.0)] ya [Positive (5.0)] susah [Negative (3.0)] hukum [Negative (4.0)] laku pembully bener [Negative (1.0)] anak [Negative (4.0)] usaha [Negative (5.0)] anak [Negative (4.0)] jabat [Negative (4.0)] jujur [Negative (1.0)] aja [Positive (1.0)] ragu [Negative (3.0)] hukum [Negative (4.0)] ya [Positive (4.0)] moga [Positive (1.0)] aja [Positive (1.0)] udah adil [Negative (3.0)] si korban [Negative (4.0)] tangkap [Negative (4.0)] berita [Negative (2.0)] udah hilang [Negative (4.0)] langsung [Positive (3.0)] bebas [Negative (4.0)] kaya [Negative (2.0)] apa [Negative (4.0)]'],-4.0,Negative,jujur aja ya susah hukum laku pembully bener anak usaha anak jabat jujur aja ragu hukum ya moga aja udah adil si korban tangkap berita udah hilang langsung bebas kaya apa
lewat [Negative (5.0)] nakal [Negative (6.0)], lewat nakal,['lewat [Negative (5.0)] nakal [Negative (6.0)]'],-5.0,Negative,lewat nakal
buset, buset,['buset'],0.0,Neutral,buset
miris [Negative (4.0)], miris,['miris [Negative (4.0)]'],-4.0,Negative,miris
anak [Negative (3.0)] si pincen, anak si pincen,['anak [Negative (3.0)] si pincen'],-3.0,Negative,anak si pincen
mahal [Positive (1.0)] mahal [Positive (1.0)] disekolahin bus ehh anak [Negative (3.0)] pukulin bully [Negative (5.0)] mak korban [Negative (4.0)], mahal mahal disekolahin bus ehh anak pukulin bully mak korban,['mahal [Positive (1.0)] mahal [Positive (1.0)] disekolahin bus ehh anak [Negative (3.0)] pukulin bully [Negative (5.0)] mak korban [Negative (4.0)]'],-4.0,Negative,mahal mahal disekolahin bus ehh anak pukulin bully mak korban
diapain [Negative (3.0)] ya [Positive (4.0)] ampun [Negative (3.0)], diapain ya ampun,['diapain [Negative (3.0)] ya [Positive (4.0)] ampun [Negative (3.0)]'],4.0,Positive,diapain ya ampun
penjara [Negative (4.0)] libat tutup [Negative (2.0)], penjara libat tutup,['penjara [Negative (4.0)] libat tutup [Negative (2.0)]'],-2.0,Negative,penjara libat tutup
harta haram makan [Negative (1.0)] anak [Negative (4.0)] vicent laku contoh nyata [Negative (2.0)] rafael alun harta haram anak [Negative (3.0)] seton, harta haram makan anak vicent laku contoh nyata rafael alun harta haram anak seton,['harta haram makan [Negative (1.0)] anak [Negative (4.0)] vicent laku contoh nyata [Negative (2.0)] rafael alun harta haram anak [Negative (3.0)] seton'],-3.0,Negative,harta haram makan anak vicent laku contoh nyata rafael alun harta haram anak seton
yakuza wannabe, yakuza wannabe,['yakuza wannabe'],0.0,Neutral,yakuza wannabe
ungkap [Negative (3.0)] pinus, ungkap pinus,['ungkap [Negative (3.0)] pinus'],-3.0,Negative,ungkap pinus
permisi maaf [Negative (3.0)] bun saran [Negative (3.0)] solusi [Positive (3.0)] nurunin bb ken [Negative (2.0)] body ideal [Positive (3.0)], permisi maaf bun saran solusi nurunin bb ken body ideal,['permisi maaf [Negative (3.0)] bun saran [Negative (3.0)] solusi [Positive (3.0)] nurunin bb ken [Negative (2.0)] body ideal [Positive (3.0)]'],3.0,Positive,permisi maaf bun saran solusi nurunin bb ken body ideal
maaf [Negative (3.0)] tau [Negative (5.0)] ngilangin perut [Positive (3.0)] buncit [Negative (3.0)] olahraga rutin ngga ya [Positive (4.0)] sibuk [Negative (3.0)] kantor cari [Negative (3.0)] herbal [Positive (2.0)] tolong [Negative (2.0)] info [Negative (4.0)] yaa makasih [Positive (4.0)], maaf tau ngilangin perut buncit olahraga rutin ngga ya sibuk kantor cari herbal tolong info yaa makasih,['maaf [Negative (3.0)] tau [Negative (5.0)] ngilangin perut [Positive (3.0)] buncit [Negative (3.0)] olahraga rutin ngga ya [Positive (4.0)] sibuk [Negative (3.0)] kantor cari [Negative (3.0)] herbal [Positive (2.0)] tolong [Negative (2.0)] info [Negative (4.0)] yaa makasih [Positive (4.0)]'],0.0,Neutral,maaf tau ngilangin perut buncit olahraga rutin ngga ya sibuk kantor cari herbal tolong info yaa makasih
wow hebaatt generasi [Negative (3.0)] milenial, wow hebaatt generasi milenial,['wow hebaatt generasi [Negative (3.0)] milenial'],-3.0,Negative,wow hebaatt generasi milenial
indonesia, indonesia,['indonesia'],0.0,Neutral,indonesia
takut [Negative (4.0)], takut,['takut [Negative (4.0)]'],-4.0,Negative,takut
video nya, video nya,['video nya'],0.0,Neutral,video nya
apain ya [Positive (4.0)] sampe luka [Negative (5.0)] bakar [Negative (4.0)], apain ya sampe luka bakar,['apain ya [Positive (4.0)] sampe luka [Negative (5.0)] bakar [Negative (4.0)]'],0.0,Neutral,apain ya sampe luka bakar
hukum [Negative (3.0)] tumpul [Negative (4.0)] laku biar [Negative (3.0)] allah [Positive (5.0)] hukum [Negative (3.0)], hukum tumpul laku biar allah hukum,['hukum [Negative (3.0)] tumpul [Negative (4.0)] laku biar [Negative (3.0)] allah [Positive (5.0)] hukum [Negative (3.0)]'],5.0,Positive,hukum tumpul laku biar allah hukum
asa [Negative (2.0)] drakor the glory, asa drakor the glory,['asa [Negative (2.0)] drakor the glory'],-2.0,Negative,asa drakor the glory
hukum [Negative (3.0)] berat laku bullying sangsi [Negative (5.0)] sekolah [Positive (3.0)] abai [Negative (3.0)] awas [Negative (4.0)], hukum berat laku bullying sangsi sekolah abai awas,['hukum [Negative (3.0)] berat laku bullying sangsi [Negative (5.0)] sekolah [Positive (3.0)] abai [Negative (3.0)] awas [Negative (4.0)]'],-4.0,Negative,hukum berat laku bullying sangsi sekolah abai awas
penjara [Negative (4.0)] duns, penjara duns,['penjara [Negative (4.0)] duns'],-4.0,Negative,penjara duns
skolah mahal [Positive (1.0)] sukses [Positive (4.0)] puluh persen [Positive (2.0)] sukses [Positive (4.0)] hoki [Negative (3.0)] koneksi [Negative (5.0)] nasib bagus [Negative (5.0)] mending [Negative (4.0)] skolah karakter aja [Positive (1.0)], skolah mahal sukses puluh persen sukses hoki koneksi nasib bagus mending skolah karakter aja,['skolah mahal [Positive (1.0)] sukses [Positive (4.0)] puluh persen [Positive (2.0)] sukses [Positive (4.0)] hoki [Negative (3.0)] koneksi [Negative (5.0)] nasib bagus [Negative (5.0)] mending [Negative (4.0)] skolah karakter aja [Positive (1.0)]'],-4.0,Negative,skolah mahal sukses puluh persen sukses hoki koneksi nasib bagus mending skolah karakter aja
laku udah tangkap [Negative (3.0)] blum, laku udah tangkap blum,['laku udah tangkap [Negative (3.0)] blum'],-3.0,Negative,laku udah tangkap blum
geng tai [Negative (5.0)], geng tai,['geng tai [Negative (5.0)]'],-5.0,Negative,geng tai
inget film the glory, inget film the glory,['inget film the glory'],0.0,Neutral,inget film the glory
keluarin sekolah [Positive (3.0)] penjarain biar [Negative (3.0)] efek [Positive (3.0)] jera [Negative (3.0)], keluarin sekolah penjarain biar efek jera,['keluarin sekolah [Positive (3.0)] penjarain biar [Negative (3.0)] efek [Positive (3.0)] jera [Negative (3.0)]'],0.0,Neutral,keluarin sekolah penjarain biar efek jera
