classified_text,tweet_text,sentence_score,nilai_sentiment,sentiment_label,text_clean
anak [Negative (3.0)] sekolah [Positive (3.0)] sekolah [Positive (4.0)] liberal sekolah [Positive (3.0)] sekolah [Positive (4.0)] islam [Positive (5.0)] alami [Negative (3.0)] th sekolah [Positive (3.0)] sekolah [Positive (4.0)] islam [Positive (5.0)] siswa [Positive (4.0)] nakal [Negative (5.0)] suka [Negative (1.0)] membully sekolah [Positive (3.0)] nya takut [Negative (4.0)] ulah [Negative (4.0)] oknum cinta [Negative (1.0)] teman agama [Negative (3.0)] pudar [Negative (4.0)] pindah [Negative (4.0)] anak [Negative (4.0)] tanam islam [Positive (4.0)] buruk [Negative (5.0)] moga [Positive (1.0)] hidup [Positive (2.0)] hadir [Negative (3.0)] beda [Negative (2.0)] toleransi buat [Positive (1.0)] orang akhlak [Positive (4.0)] aamiin [Positive (2.0)], anak sekolah sekolah liberal sekolah sekolah islam alami th sekolah sekolah islam siswa nakal suka membully sekolah nya takut ulah oknum cinta teman agama pudar pindah anak tanam islam buruk moga hidup hadir beda toleransi buat orang akhlak aamiin,['anak [Negative (3.0)] sekolah [Positive (3.0)] sekolah [Positive (4.0)] liberal sekolah [Positive (3.0)] sekolah [Positive (4.0)] islam [Positive (5.0)] alami [Negative (3.0)] th sekolah [Positive (3.0)] sekolah [Positive (4.0)] islam [Positive (5.0)] siswa [Positive (4.0)] nakal [Negative (5.0)] suka [Negative (1.0)] membully sekolah [Positive (3.0)] nya takut [Negative (4.0)] ulah [Negative (4.0)] oknum cinta [Negative (1.0)] teman agama [Negative (3.0)] pudar [Negative (4.0)] pindah [Negative (4.0)] anak [Negative (4.0)] tanam islam [Positive (4.0)] buruk [Negative (5.0)] moga [Positive (1.0)] hidup [Positive (2.0)] hadir [Negative (3.0)] beda [Negative (2.0)] toleransi buat [Positive (1.0)] orang akhlak [Positive (4.0)] aamiin [Positive (2.0)]'],0.0,Neutral,anak sekolah sekolah liberal sekolah sekolah islam alami th sekolah sekolah islam siswa nakal suka membully sekolah nya takut ulah oknum cinta teman agama pudar pindah anak tanam islam buruk moga hidup hadir beda toleransi buat orang akhlak aamiin
anak [Negative (3.0)] tetangga cewe kelas [Negative (3.0)] sd doyaan banget [Positive (1.0)] bully [Negative (6.0)] hina [Negative (6.0)] orang ya [Positive (4.0)] bilang cacat [Negative (5.0)] bau [Negative (5.0)] gendut [Negative (4.0)] krempeng busuk [Negative (5.0)] jelek [Negative (6.0)] poko [Negative (2.0)] doyan banget [Positive (1.0)] hina [Negative (6.0)] orang maaf [Negative (3.0)] maaf [Negative (4.0)] ya [Positive (4.0)] pdhl sndiri gendut [Negative (3.0)] yaasdh ya [Positive (4.0)] bgitu fisik nahh si anak [Negative (3.0)] tetangga bully [Negative (5.0)] orang bully [Negative (5.0)] eh nang [Negative (5.0)] ngadu [Negative (4.0)] ema nya maa katain gendut [Negative (3.0)] ma celana jojon nya si ema ny marah [Negative (5.0)] aneh [Negative (5.0)] btw tau [Negative (4.0)] loh laku anak [Negative (3.0)] nya kya bgitu sll biarin [Negative (3.0)], anak tetangga cewe kelas sd doyaan banget bully hina orang ya bilang cacat bau gendut krempeng busuk jelek poko doyan banget hina orang maaf maaf ya pdhl sndiri gendut yaasdh ya bgitu fisik nahh si anak tetangga bully orang bully eh nang ngadu ema nya maa katain gendut ma celana jojon nya si ema ny marah aneh btw tau loh laku anak nya kya bgitu sll biarin,['anak [Negative (3.0)] tetangga cewe kelas [Negative (3.0)] sd doyaan banget [Positive (1.0)] bully [Negative (6.0)] hina [Negative (6.0)] orang ya [Positive (4.0)] bilang cacat [Negative (5.0)] bau [Negative (5.0)] gendut [Negative (4.0)] krempeng busuk [Negative (5.0)] jelek [Negative (6.0)] poko [Negative (2.0)] doyan banget [Positive (1.0)] hina [Negative (6.0)] orang maaf [Negative (3.0)] maaf [Negative (4.0)] ya [Positive (4.0)] pdhl sndiri gendut [Negative (3.0)] yaasdh ya [Positive (4.0)] bgitu fisik nahh si anak [Negative (3.0)] tetangga bully [Negative (5.0)] orang bully [Negative (5.0)] eh nang [Negative (5.0)] ngadu [Negative (4.0)] ema nya maa katain gendut [Negative (3.0)] ma celana jojon nya si ema ny marah [Negative (5.0)] aneh [Negative (5.0)] btw tau [Negative (4.0)] loh laku anak [Negative (3.0)] nya kya bgitu sll biarin [Negative (3.0)]'],4.0,Positive,anak tetangga cewe kelas sd doyaan banget bully hina orang ya bilang cacat bau gendut krempeng busuk jelek poko doyan banget hina orang maaf maaf ya pdhl sndiri gendut yaasdh ya bgitu fisik nahh si anak tetangga bully orang bully eh nang ngadu ema nya maa katain gendut ma celana jojon nya si ema ny marah aneh btw tau loh laku anak nya kya bgitu sll biarin
tuhan [Positive (3.0)] tidur [Negative (3.0)] nak moga [Positive (1.0)] buat [Positive (1.0)] kepada sabar [Positive (5.0)] balas [Negative (3.0)], tuhan tidur nak moga buat kepada sabar balas,['tuhan [Positive (3.0)] tidur [Negative (3.0)] nak moga [Positive (1.0)] buat [Positive (1.0)] kepada sabar [Positive (5.0)] balas [Negative (3.0)]'],5.0,Positive,tuhan tidur nak moga buat kepada sabar balas
we all know that bullying is horrible but we ve done it without realizing we can start it at home from our family first and we can do it to our environment then, we all know that bullying is horrible but we ve done it without realizing we can start it at home from our family first and we can do it to our environment then,['we all know that bullying is horrible but we ve done it without realizing we can start it at home from our family first and we can do it to our environment then'],0.0,Neutral,we all know that bullying is horrible but we ve done it without realizing we can start it at home from our family first and we can do it to our environment then
kasi [Negative (3.0)] anjrit, kasi anjrit,['kasi [Negative (3.0)] anjrit'],-3.0,Negative,kasi anjrit
moga [Positive (1.0)] sehat [Negative (1.0)] sllu orang membuly kena [Negative (3.0)] krmaa, moga sehat sllu orang membuly kena krmaa,['moga [Positive (1.0)] sehat [Negative (1.0)] sllu orang membuly kena [Negative (3.0)] krmaa'],-3.0,Negative,moga sehat sllu orang membuly kena krmaa
ya [Positive (4.0)] allah [Positive (6.0)] sedihh pgn peluk [Negative (3.0)] adenyaa jahat [Negative (5.0)] banget [Positive (1.0)] orang ngebully, ya allah sedihh pgn peluk adenyaa jahat banget orang ngebully,['ya [Positive (4.0)] allah [Positive (6.0)] sedihh pgn peluk [Negative (3.0)] adenyaa jahat [Negative (5.0)] banget [Positive (1.0)] orang ngebully'],-5.0,Negative,ya allah sedihh pgn peluk adenyaa jahat banget orang ngebully
sorry [Negative (4.0)] orang video asli [Positive (2.0)] nyari [Negative (2.0)] uang doang [Negative (1.0)], sorry orang video asli nyari uang doang,['sorry [Negative (4.0)] orang video asli [Positive (2.0)] nyari [Negative (2.0)] uang doang [Negative (1.0)]'],2.0,Positive,sorry orang video asli nyari uang doang
main [Negative (2.0)] twitter paham la sokap ni bocah, main twitter paham la sokap ni bocah,['main [Negative (2.0)] twitter paham la sokap ni bocah'],-2.0,Negative,main twitter paham la sokap ni bocah
ahahaha kena [Negative (3.0)] prank bhngan anjir [Negative (5.0)] udah klarifikasi, ahahaha kena prank bhngan anjir udah klarifikasi,['ahahaha kena [Negative (3.0)] prank bhngan anjir [Negative (5.0)] udah klarifikasi'],-5.0,Negative,ahahaha kena prank bhngan anjir udah klarifikasi
ya [Positive (4.0)] allah [Positive (6.0)], ya allah,['ya [Positive (4.0)] allah [Positive (6.0)]'],5.0,Positive,ya allah
konspirasi [Negative (4.0)] umur [Negative (2.0)] udah kayak [Negative (3.0)] alas boleh [Positive (2.0)] bullying pliss, konspirasi umur udah kayak alas boleh bullying pliss,['konspirasi [Negative (4.0)] umur [Negative (2.0)] udah kayak [Negative (3.0)] alas boleh [Positive (2.0)] bullying pliss'],-3.0,Negative,konspirasi umur udah kayak alas boleh bullying pliss
cuy jieun video nu kieu si kojon ulah [Negative (3.0)] sina nyahoeun nyaho upload we, cuy jieun video nu kieu si kojon ulah sina nyahoeun nyaho upload we,['cuy jieun video nu kieu si kojon ulah [Negative (3.0)] sina nyahoeun nyaho upload we'],-3.0,Negative,cuy jieun video nu kieu si kojon ulah sina nyahoeun nyaho upload we
tau [Negative (4.0)] akun asli [Positive (2.0)] udah tutup [Negative (2.0)] gara [Negative (5.0)] gara [Negative (5.0)] anak [Negative (4.0)] sebenernya [Negative (1.0)] tuh korban [Negative (4.0)] eksploitasi ortunya manfaat [Positive (3.0)] kurang anak [Negative (1.0)] dapetin sumbang [Negative (4.0)] donasi orang sih ningkatin sadar [Negative (1.0)] orang bullying, tau akun asli udah tutup gara gara anak sebenernya tuh korban eksploitasi ortunya manfaat kurang anak dapetin sumbang donasi orang sih ningkatin sadar orang bullying,['tau [Negative (4.0)] akun asli [Positive (2.0)] udah tutup [Negative (2.0)] gara [Negative (5.0)] gara [Negative (5.0)] anak [Negative (4.0)] sebenernya [Negative (1.0)] tuh korban [Negative (4.0)] eksploitasi ortunya manfaat [Positive (3.0)] kurang anak [Negative (1.0)] dapetin sumbang [Negative (4.0)] donasi orang sih ningkatin sadar [Negative (1.0)] orang bullying'],3.0,Positive,tau akun asli udah tutup gara gara anak sebenernya tuh korban eksploitasi ortunya manfaat kurang anak dapetin sumbang donasi orang sih ningkatin sadar orang bullying
info [Negative (3.0)] orang usia th ntahlah, info orang usia th ntahlah,['info [Negative (3.0)] orang usia th ntahlah'],-3.0,Negative,info orang usia th ntahlah
read the real [Positive (2.0)] story please [Negative (3.0)], read the real story please,['read the real [Positive (2.0)] story please [Negative (3.0)]'],-3.0,Negative,read the real story please
bohong [Negative (5.0)], bohong,['bohong [Negative (5.0)]'],-5.0,Negative,bohong
arzl palang sah bully [Negative (5.0)] anak [Negative (4.0)] orang, arzl palang sah bully anak orang,['arzl palang sah bully [Negative (5.0)] anak [Negative (4.0)] orang'],-4.0,Negative,arzl palang sah bully anak orang
moga [Positive (1.0)], moga,['moga [Positive (1.0)]'],0.0,Neutral,moga
love [Negative (3.0)] quaden, love quaden,['love [Negative (3.0)] quaden'],-3.0,Negative,love quaden
bocah kontroversional playing victim mah, bocah kontroversional playing victim mah,['bocah kontroversional playing victim mah'],0.0,Neutral,bocah kontroversional playing victim mah
that fake friends [Positive (3.0)], that fake friends,['that fake friends [Positive (3.0)]'],3.0,Positive,that fake friends
suka [Negative (1.0)] ngebully keluarga [Negative (3.0)] sehat [Negative (1.0)] kasih [Negative (1.0)] sayang [Negative (4.0)] orgtua mknya si anak [Negative (3.0)] sakit [Negative (6.0)] hati [Negative (2.0)] ngebully tmn sndiri, suka ngebully keluarga sehat kasih sayang orgtua mknya si anak sakit hati ngebully tmn sndiri,['suka [Negative (1.0)] ngebully keluarga [Negative (3.0)] sehat [Negative (1.0)] kasih [Negative (1.0)] sayang [Negative (4.0)] orgtua mknya si anak [Negative (3.0)] sakit [Negative (6.0)] hati [Negative (2.0)] ngebully tmn sndiri'],-2.0,Negative,suka ngebully keluarga sehat kasih sayang orgtua mknya si anak sakit hati ngebully tmn sndiri
hoax [Negative (5.0)] tolong [Negative (2.0)] heu, hoax tolong heu,['hoax [Negative (5.0)] tolong [Negative (2.0)] heu'],-2.0,Negative,hoax tolong heu
so sad [Negative (4.0)], so sad,['so sad [Negative (4.0)]'],-4.0,Negative,so sad
moga [Positive (1.0)] sukses [Positive (4.0)] banding [Negative (3.0)] bully [Negative (6.0)] amiin, moga sukses banding bully amiin,['moga [Positive (1.0)] sukses [Positive (4.0)] banding [Negative (3.0)] bully [Negative (6.0)] amiin'],-5.0,Negative,moga sukses banding bully amiin
feel you, feel you,['feel you'],0.0,Neutral,feel you
stop [Negative (3.0)] bully [Negative (6.0)] ngebully tau [Negative (4.0)] sakit [Negative (6.0)] dibully [Negative (6.0)] cipta tuhan [Positive (4.0)] sempurna [Negative (3.0)] sedih [Negative (7.0)] liat [Negative (1.0)], stop bully ngebully tau sakit dibully cipta tuhan sempurna sedih liat,['stop [Negative (3.0)] bully [Negative (6.0)] ngebully tau [Negative (4.0)] sakit [Negative (6.0)] dibully [Negative (6.0)] cipta tuhan [Positive (4.0)] sempurna [Negative (3.0)] sedih [Negative (7.0)] liat [Negative (1.0)]'],4.0,Positive,stop bully ngebully tau sakit dibully cipta tuhan sempurna sedih liat
video hoax [Negative (5.0)] yampun [Negative (4.0)], video hoax yampun,['video hoax [Negative (5.0)] yampun [Negative (4.0)]'],-4.0,Negative,video hoax yampun
twitter anak [Negative (3.0)] suka [Negative (1.0)] foya foya usia berita [Negative (2.0)] instagram kayak [Negative (3.0)] gin kena [Negative (3.0)] prank ala audrey, twitter anak suka foya foya usia berita instagram kayak gin kena prank ala audrey,['twitter anak [Negative (3.0)] suka [Negative (1.0)] foya foya usia berita [Negative (2.0)] instagram kayak [Negative (3.0)] gin kena [Negative (3.0)] prank ala audrey'],-3.0,Negative,twitter anak suka foya foya usia berita instagram kayak gin kena prank ala audrey
stop [Negative (3.0)] bullying, stop bullying,['stop [Negative (3.0)] bullying'],-3.0,Negative,stop bullying
bullying isn cool [Positive (2.0)] at all wake fuckin up people you did so dirty keep your chin up boy, bullying isn cool at all wake fuckin up people you did so dirty keep your chin up boy,['bullying isn cool [Positive (2.0)] at all wake fuckin up people you did so dirty keep your chin up boy'],2.0,Positive,bullying isn cool at all wake fuckin up people you did so dirty keep your chin up boy
laahh barusan liat [Negative (1.0)] instagram ni orang boong [Negative (4.0)] umur [Negative (2.0)] taun [Negative (6.0)] model [Positive (3.0)] yutuber or something laah tajir melintir super [Negative (2.0)] pede vidio have fun ignya lupa [Negative (3.0)] nama nama alay [Negative (4.0)], laahh barusan liat instagram ni orang boong umur taun model yutuber or something laah tajir melintir super pede vidio have fun ignya lupa nama nama alay,['laahh barusan liat [Negative (1.0)] instagram ni orang boong [Negative (4.0)] umur [Negative (2.0)] taun [Negative (6.0)] model [Positive (3.0)] yutuber or something laah tajir melintir super [Negative (2.0)] pede vidio have fun ignya lupa [Negative (3.0)] nama nama alay [Negative (4.0)]'],-4.0,Negative,laahh barusan liat instagram ni orang boong umur taun model yutuber or something laah tajir melintir super pede vidio have fun ignya lupa nama nama alay
kynya hoax [Negative (5.0)] deh orang famous gr dpet duit dollar, kynya hoax deh orang famous gr dpet duit dollar,['kynya hoax [Negative (5.0)] deh orang famous gr dpet duit dollar'],-5.0,Negative,kynya hoax deh orang famous gr dpet duit dollar
tau [Negative (4.0)] aja [Positive (1.0)] admin asli [Positive (2.0)] gmna cerita [Negative (4.0)], tau aja admin asli gmna cerita,['tau [Negative (4.0)] aja [Positive (1.0)] admin asli [Positive (2.0)] gmna cerita [Negative (4.0)]'],-4.0,Negative,tau aja admin asli gmna cerita
hahaha gublugg udah bnyak tipu sma anak [Negative (3.0)] umur [Negative (2.0)] sebenernya [Negative (1.0)] th video mewah idupnya udah bnyak sebar jga twitter, hahaha gublugg udah bnyak tipu sma anak umur sebenernya th video mewah idupnya udah bnyak sebar jga twitter,['hahaha gublugg udah bnyak tipu sma anak [Negative (3.0)] umur [Negative (2.0)] sebenernya [Negative (1.0)] th video mewah idupnya udah bnyak sebar jga twitter'],0.0,Neutral,hahaha gublugg udah bnyak tipu sma anak umur sebenernya th video mewah idupnya udah bnyak sebar jga twitter
sakit [Negative (5.0)] pikir [Negative (2.0)] iru, sakit pikir iru,['sakit [Negative (5.0)] pikir [Negative (2.0)] iru'],-2.0,Negative,sakit pikir iru
scam admin, scam admin,['scam admin'],0.0,Neutral,scam admin
komentar anak [Negative (3.0)] cari [Negative (4.0)] respect bla bla bla nya sengaja [Negative (2.0)] bagi [Negative (5.0)] video eksploitasi si anak [Negative (3.0)] undang [Positive (2.0)] talkshow sana ambil [Negative (5.0)] untung [Negative (1.0)] fisik sang anak [Negative (3.0)] si anak [Negative (3.0)] umur [Negative (2.0)] th sprti bincang [Positive (2.0)] sana parah [Negative (5.0)] nya si anak [Negative (3.0)] bad [Negative (5.0)] attitude cek [Negative (4.0)], komentar anak cari respect bla bla bla nya sengaja bagi video eksploitasi si anak undang talkshow sana ambil untung fisik sang anak si anak umur th sprti bincang sana parah nya si anak bad attitude cek,['komentar anak [Negative (3.0)] cari [Negative (4.0)] respect bla bla bla nya sengaja [Negative (2.0)] bagi [Negative (5.0)] video eksploitasi si anak [Negative (3.0)] undang [Positive (2.0)] talkshow sana ambil [Negative (5.0)] untung [Negative (1.0)] fisik sang anak [Negative (3.0)] si anak [Negative (3.0)] umur [Negative (2.0)] th sprti bincang [Positive (2.0)] sana parah [Negative (5.0)] nya si anak [Negative (3.0)] bad [Negative (5.0)] attitude cek [Negative (4.0)]'],-4.0,Negative,komentar anak cari respect bla bla bla nya sengaja bagi video eksploitasi si anak undang talkshow sana ambil untung fisik sang anak si anak umur th sprti bincang sana parah nya si anak bad attitude cek
admin henti [Negative (4.0)] nge bully [Negative (5.0)] orang gimana admin abis [Negative (2.0)] temen bully [Negative (5.0)] ngatain [Negative (6.0)], admin henti nge bully orang gimana admin abis temen bully ngatain,['admin henti [Negative (4.0)] nge bully [Negative (5.0)] orang gimana admin abis [Negative (2.0)] temen bully [Negative (5.0)] ngatain [Negative (6.0)]'],-5.0,Negative,admin henti nge bully orang gimana admin abis temen bully ngatain
buncis, buncis,['buncis'],0.0,Neutral,buncis
buybuyshop belanja [Negative (3.0)] mudah [Negative (1.0)] harga [Positive (3.0)] hemat [Negative (3.0)] langsung [Positive (3.0)] via shopee tokopedia bukalapak happy [Positive (5.0)] shoping, buybuyshop belanja mudah harga hemat langsung via shopee tokopedia bukalapak happy shoping,['buybuyshop belanja [Negative (3.0)] mudah [Negative (1.0)] harga [Positive (3.0)] hemat [Negative (3.0)] langsung [Positive (3.0)] via shopee tokopedia bukalapak happy [Positive (5.0)] shoping'],5.0,Positive,buybuyshop belanja mudah harga hemat langsung via shopee tokopedia bukalapak happy shoping
ditwitter berita [Negative (2.0)] fakta [Negative (4.0)] he is rich boy, ditwitter berita fakta he is rich boy,['ditwitter berita [Negative (2.0)] fakta [Negative (4.0)] he is rich boy'],-4.0,Negative,ditwitter berita fakta he is rich boy
you fooled, you fooled,['you fooled'],0.0,Neutral,you fooled
suka [Negative (1.0)] bodoh [Negative (6.0)] manusia [Positive (3.0)] hidup [Positive (2.0)] aja [Positive (1.0)] butuh [Negative (5.0)] oksigen bully [Negative (5.0)] orang, suka bodoh manusia hidup aja butuh oksigen bully orang,['suka [Negative (1.0)] bodoh [Negative (6.0)] manusia [Positive (3.0)] hidup [Positive (2.0)] aja [Positive (1.0)] butuh [Negative (5.0)] oksigen bully [Negative (5.0)] orang'],-5.0,Negative,suka bodoh manusia hidup aja butuh oksigen bully orang
but it fake he actually yo, but it fake he actually yo,['but it fake he actually yo'],0.0,Neutral,but it fake he actually yo
tipu kelean hoax [Negative (5.0)] makana cari [Negative (3.0)] benernya, tipu kelean hoax makana cari benernya,['tipu kelean hoax [Negative (5.0)] makana cari [Negative (3.0)] benernya'],-3.0,Negative,tipu kelean hoax makana cari benernya
audah viral youtube acting kumpul pundi [Positive (2.0)] pundi [Positive (2.0)] uang, audah viral youtube acting kumpul pundi pundi uang,['audah viral youtube acting kumpul pundi [Positive (2.0)] pundi [Positive (2.0)] uang'],2.0,Positive,audah viral youtube acting kumpul pundi pundi uang
hoakss ini videoo, hoakss ini videoo,['hoakss ini videoo'],0.0,Neutral,hoakss ini videoo
fyi guys [Positive (1.0)] tauu [Negative (3.0)] pembulyan fake alias scammer anak [Negative (3.0)] usia remaja [Negative (2.0)] usia scamm duit donasi dapet [Positive (2.0)] duit gratis [Positive (4.0)] kemaren buka [Negative (3.0)] situs donasi atas [Negative (4.0)] judul [Positive (2.0)] disneyland ngebuat orang lgsg donasi niat ngga stres [Negative (4.0)] situs tutup [Negative (2.0)] tahu [Negative (5.0)] scam orang remaja [Negative (2.0)] umur [Negative (2.0)] tau [Negative (5.0)] fakta [Negative (4.0)] like sampe aja [Positive (1.0)] share vid anak [Negative (3.0)] chill duit duit, fyi guys tauu pembulyan fake alias scammer anak usia remaja usia scamm duit donasi dapet duit gratis kemaren buka situs donasi atas judul disneyland ngebuat orang lgsg donasi niat ngga stres situs tutup tahu scam orang remaja umur tau fakta like sampe aja share vid anak chill duit duit,['fyi guys [Positive (1.0)] tauu [Negative (3.0)] pembulyan fake alias scammer anak [Negative (3.0)] usia remaja [Negative (2.0)] usia scamm duit donasi dapet [Positive (2.0)] duit gratis [Positive (4.0)] kemaren buka [Negative (3.0)] situs donasi atas [Negative (4.0)] judul [Positive (2.0)] disneyland ngebuat orang lgsg donasi niat ngga stres [Negative (4.0)] situs tutup [Negative (2.0)] tahu [Negative (5.0)] scam orang remaja [Negative (2.0)] umur [Negative (2.0)] tau [Negative (5.0)] fakta [Negative (4.0)] like sampe aja [Positive (1.0)] share vid anak [Negative (3.0)] chill duit duit'],-3.0,Negative,fyi guys tauu pembulyan fake alias scammer anak usia remaja usia scamm duit donasi dapet duit gratis kemaren buka situs donasi atas judul disneyland ngebuat orang lgsg donasi niat ngga stres situs tutup tahu scam orang remaja umur tau fakta like sampe aja share vid anak chill duit duit
mohon [Negative (2.0)] cybercrime salah [Negative (4.0)] manusia [Positive (3.0)] suka [Negative (1.0)] membuli mohon [Negative (2.0)] tindak, mohon cybercrime salah manusia suka membuli mohon tindak,['mohon [Negative (2.0)] cybercrime salah [Negative (4.0)] manusia [Positive (3.0)] suka [Negative (1.0)] membuli mohon [Negative (2.0)] tindak'],3.0,Positive,mohon cybercrime salah manusia suka membuli mohon tindak
ya [Positive (4.0)] gausah [Negative (4.0)] videoin person nyampein pesan [Negative (3.0)], ya gausah videoin person nyampein pesan,['ya [Positive (4.0)] gausah [Negative (4.0)] videoin person nyampein pesan [Negative (3.0)]'],4.0,Positive,ya gausah videoin person nyampein pesan
anak [Negative (3.0)] umur [Negative (2.0)] thn ibu emang rada, anak umur thn ibu emang rada,['anak [Negative (3.0)] umur [Negative (2.0)] thn ibu emang rada'],-2.0,Negative,anak umur thn ibu emang rada
suka [Negative (1.0)] ngebully tu puas [Positive (3.0)] hidup [Positive (2.0)] bahagia [Negative (1.0)] hidup [Positive (2.0)] cemburu [Negative (5.0)] aja [Positive (1.0)] liat [Negative (1.0)] orang sayang [Negative (3.0)] dari [Negative (4.0)], suka ngebully tu puas hidup bahagia hidup cemburu aja liat orang sayang dari,['suka [Negative (1.0)] ngebully tu puas [Positive (3.0)] hidup [Positive (2.0)] bahagia [Negative (1.0)] hidup [Positive (2.0)] cemburu [Negative (5.0)] aja [Positive (1.0)] liat [Negative (1.0)] orang sayang [Negative (3.0)] dari [Negative (4.0)]'],-4.0,Negative,suka ngebully tu puas hidup bahagia hidup cemburu aja liat orang sayang dari
artis [Positive (2.0)] kena [Negative (3.0)] prank, artis kena prank,['artis [Positive (2.0)] kena [Negative (3.0)] prank'],-3.0,Negative,artis kena prank
ku indonesia kurang harga [Positive (1.0)] disabilitas iya, ku indonesia kurang harga disabilitas iya,['ku indonesia kurang harga [Positive (1.0)] disabilitas iya'],0.0,Neutral,ku indonesia kurang harga disabilitas iya
cek [Negative (4.0)] fakta [Negative (4.0)] coba [Negative (1.0)] liat [Negative (1.0)] postingan biar [Negative (3.0)] salah [Negative (5.0)] tanggap [Positive (3.0)], cek fakta coba liat postingan biar salah tanggap,['cek [Negative (4.0)] fakta [Negative (4.0)] coba [Negative (1.0)] liat [Negative (1.0)] postingan biar [Negative (3.0)] salah [Negative (5.0)] tanggap [Positive (3.0)]'],-5.0,Negative,cek fakta coba liat postingan biar salah tanggap
hoax [Negative (5.0)], hoax,['hoax [Negative (5.0)]'],-5.0,Negative,hoax
bullshit, bullshit,['bullshit'],0.0,Neutral,bullshit
hoax [Negative (5.0)] bocah umur [Negative (2.0)], hoax bocah umur,['hoax [Negative (5.0)] bocah umur [Negative (2.0)]'],-2.0,Negative,hoax bocah umur
sakno ya [Positive (4.0)] to pa [Negative (5.0)], sakno ya to pa,['sakno ya [Positive (4.0)] to pa [Negative (5.0)]'],-5.0,Negative,sakno ya to pa
lucu [Negative (2.0)] orang percaya [Positive (2.0)] berita [Negative (2.0)] ting sadar [Negative (1.0)] woi palsu anak [Negative (3.0)] udah usia taun [Negative (5.0)] emaknya udah raup untung [Negative (1.0)] ribu dollar video, lucu orang percaya berita ting sadar woi palsu anak udah usia taun emaknya udah raup untung ribu dollar video,['lucu [Negative (2.0)] orang percaya [Positive (2.0)] berita [Negative (2.0)] ting sadar [Negative (1.0)] woi palsu anak [Negative (3.0)] udah usia taun [Negative (5.0)] emaknya udah raup untung [Negative (1.0)] ribu dollar video'],2.0,Positive,lucu orang percaya berita ting sadar woi palsu anak udah usia taun emaknya udah raup untung ribu dollar video
mother explotes son she doing this and he acts like her am agains bullying but there smithing here hidden that has not come out yet don like this using kids is not right, mother explotes son she doing this and he acts like her am agains bullying but there smithing here hidden that has not come out yet don like this using kids is not right,['mother explotes son she doing this and he acts like her am agains bullying but there smithing here hidden that has not come out yet don like this using kids is not right'],0.0,Neutral,mother explotes son she doing this and he acts like her am agains bullying but there smithing here hidden that has not come out yet don like this using kids is not right
ramonalberto de esto habl bamos es estos as, ramonalberto de esto habl bamos es estos as,['ramonalberto de esto habl bamos es estos as'],0.0,Neutral,ramonalberto de esto habl bamos es estos as
this is fake, this is fake,['this is fake'],0.0,Neutral,this is fake
noh ignya, noh ignya,['noh ignya'],0.0,Neutral,noh ignya
allah [Positive (5.0)] bless boy, allah bless boy,['allah [Positive (5.0)] bless boy'],5.0,Positive,allah bless boy
stop [Negative (3.0)] bulying pliss, stop bulying pliss,['stop [Negative (3.0)] bulying pliss'],-3.0,Negative,stop bulying pliss
